filepath,label,language,speaker,source,tool,condition,split,utt_id,score
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0020.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0020,0.0008160247234627604
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0011.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0011,0.0006940077873878181
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0019.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0019,0.013497438281774521
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0014.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0014,0.0007742008892819285
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0010.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0010,0.0006906454218551517
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0012.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0012,0.03502453491091728
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0031.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0031,0.0007265114109031856
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0014.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0014,0.000792567094322294
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0020.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0020,0.16199126839637756
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0014.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0014,0.0007338427822105587
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0015.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0015,0.001252181245945394
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0021.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0021,0.002553314436227083
${DATA_ROOT}/clips/205240_F4KjmwYhWvnpSE0m_0010.wav,bonafide,hi-en,205240,mucs2021,none,clean,eval,205240_F4KjmwYhWvnpSE0m_0010,0.3160247206687927
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0035.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0035,0.000752221851143986
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0015.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0015,0.10772754997015
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0015.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0015,0.0007941328221932054
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0013.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0013,0.0006903325556777418
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0029.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0029,0.0032637272961437702
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0034.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0034,0.0028018674347549677
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0021.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0021,0.0008102639112621546
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0036.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0036,0.0014611008809879422
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0011.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0011,0.000744661723729223
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0016.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0016,0.8818044066429138
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0022.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0022,0.0006922909524291754
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0022.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0022,0.5385448932647705
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0015.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0015,0.0007098486530594528
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0016.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0016,0.000898746948223561
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0023.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0023,0.0006967623485252261
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0017.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0017,0.09662231057882309
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0023.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0023,0.004094382282346487
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0015.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0015,0.000704258622135967
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0017.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0017,0.0007572554750367999
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0022.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0022,0.0007201455882750452
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0035.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0035,0.0021495181135833263
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0037.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0037,0.0006813145591877401
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0018.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0018,0.0007699949201196432
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0030.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0030,0.24371403455734253
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0038.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0038,0.0007930664578452706
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0016.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0016,0.8558617234230042
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0015.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0015,0.0008468020241707563
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0017.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0017,0.015135234221816063
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0018.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0018,0.0007637382950633764
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0016.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0016,0.00084310257807374
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0011.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0011,0.0006957199657335877
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0016.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0016,0.9669145345687866
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0020.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0020,0.12365609407424927
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0020.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0020,0.0007516748737543821
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0018.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0018,0.0007247484172694385
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0024.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0024,0.9977905750274658
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0024.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0024,0.0007739146240055561
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0030.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0030,0.0007225443841889501
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0016.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0016,0.008185490034520626
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0014.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0014,0.07125332951545715
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0019.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0019,0.1306954324245453
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0036.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0036,0.0011613430688157678
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0023.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0023,0.0009312517940998077
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0032.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0032,0.006627549417316914
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0021.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0021,0.00697585754096508
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0017.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0017,0.9931888580322266
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0039.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0039,0.000717693183105439
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0019.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0019,0.0008145688334479928
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0012.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0012,0.0007133434992283583
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0015.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0015,0.0013420870527625084
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0020.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0020,0.9975029826164246
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0022.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0022,0.07520309835672379
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0013.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0013,0.0008964070584625006
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0025.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0025,0.13990777730941772
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0031.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0031,0.0008521488634869456
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0037.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0037,0.0007517464691773057
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0025.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0025,0.0006795941153541207
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0021.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0021,0.011042616330087185
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0026.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0026,0.014616974629461765
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0019.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0019,0.9248809218406677
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0017.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0017,0.002664967905730009
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0027.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0027,0.08961334824562073
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0016.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0016,0.0007916425238363445
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0023.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0023,0.06760796159505844
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0024.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0024,0.0008056053193286061
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0027.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0027,0.0666787400841713
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0024.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0024,0.004802497569471598
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0017.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0017,0.05719366297125816
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0026.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0026,0.0010986316483467817
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0018.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0018,0.0010091738076880574
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0038.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0038,0.0007133818580769002
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0032.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0032,0.0007379892631433904
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0018.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0018,0.04722733050584793
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0018.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0018,0.17054548859596252
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0027.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0027,0.0007274009985849261
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0012.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0012,0.0007209833711385727
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0031.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0031,0.0007270692731253803
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0033.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0033,0.0025995674077421427
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0040.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0040,0.0007046100217849016
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0028.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0028,0.004032925236970186
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0034.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0034,0.0006852307706139982
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0022.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0022,0.0007280393037945032
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0039.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0039,0.0007597531657665968
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0016.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0016,0.7979899048805237
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0013.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0013,0.0007225326844491065
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0017.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0017,0.0007173352059908211
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0025.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0025,0.0007076905458234251
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0032.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0032,0.0015456423861905932
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0019.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0019,0.0007026451057754457
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0029.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0029,0.0018505528569221497
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0018.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0018,0.3658134341239929
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0019.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0019,0.0007745403563603759
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0028.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0028,0.4060099720954895
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0020.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0020,0.027677621692419052
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0029.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0029,0.12838739156723022
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0020.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0020,0.3511248528957367
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0026.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0026,0.11704077571630478
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0014.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0014,0.0007056536851450801
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0021.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0021,0.000686376413796097
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0017.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0017,0.0007054593879729509
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0035.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0035,0.0007791991229169071
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0028.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0028,0.04804685711860657
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0023.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0023,0.2676195204257965
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0022.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0022,0.0008131132344715297
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0040.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0040,0.0011648029321804643
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0014.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0014,0.0006734889466315508
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0021.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0021,0.0006715866038575768
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0041.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0041,0.0726417824625969
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0030.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0030,0.0008571326616220176
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0033.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0033,0.0015208073891699314
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0042.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0042,0.0006807849276810884
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0036.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0036,0.04612220078706741
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0034.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0034,0.08186879009008408
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0019.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0019,0.028672747313976288
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0021.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0021,0.023310713469982147
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0023.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0023,0.0007946210098452866
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0043.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0043,0.015449867583811283
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0044.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0044,0.0006849914789199829
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0045.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0045,0.0029054456390440464
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0017.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0017,0.0014014083426445723
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0037.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0037,0.0006821094430051744
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0041.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0041,0.0009918356081470847
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0025.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0025,0.07730358839035034
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0038.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0038,0.0026152795180678368
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0013.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0013,0.00073799560777843
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0026.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0026,0.000694119546096772
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0035.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0035,0.0008308510296046734
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0031.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0031,0.0007304626633413136
