filepath,label,language,speaker,source,tool,condition,split,utt_id
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0016.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0016
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0023.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0023
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0024.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0024
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0025.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0025
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0025.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0025
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0018.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0018
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0024.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0024
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0012.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0012
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0026.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0026
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0011.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0011
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0013.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0013
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0007.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0007
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0018.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0018
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0018.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0018
${DATA_ROOT}/clips/205240_F4KjmwYhWvnpSE0m_0007.wav,bonafide,hi-en,205240,mucs2021,none,clean,eval,205240_F4KjmwYhWvnpSE0m_0007
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0026.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0026
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0019.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0019
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0026.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0026
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0012.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0012
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0013.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0013
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0025.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0025
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0027.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0027
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0027.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0027
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0016.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0016
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0028.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0028
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0028.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0028
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0012.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0012
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0008.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0008
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0009.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0009
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0014.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0014
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0026.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0026
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0029.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0029
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0010.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0010
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0027.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0027
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0017.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0017
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0013.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0013
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0028.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0028
${DATA_ROOT}/clips/539226_vZGSoJPH1tbvsyCa_0009.wav,bonafide,hi-en,539226,mucs2021,none,clean,eval,539226_vZGSoJPH1tbvsyCa_0009
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0018.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0018
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0025.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0025
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0028.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0028
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0011.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0011
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0013.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0013
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0019.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0019
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0019.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0019
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0029.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0029
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0017.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0017
${DATA_ROOT}/clips/539226_vZGSoJPH1tbvsyCa_0010.wav,bonafide,hi-en,539226,mucs2021,none,clean,eval,539226_vZGSoJPH1tbvsyCa_0010
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0009.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0009
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0030.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0030
${DATA_ROOT}/clips/142970_DP5j8CLDeL6HHHSX_0026.wav,bonafide,hi-en,142970,mucs2021,none,clean,eval,142970_DP5j8CLDeL6HHHSX_0026
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0013.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0013
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0010.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0010
${DATA_ROOT}/clips/205240_F4KjmwYhWvnpSE0m_0008.wav,bonafide,hi-en,205240,mucs2021,none,clean,eval,205240_F4KjmwYhWvnpSE0m_0008
${DATA_ROOT}/clips/205240_F4KjmwYhWvnpSE0m_0009.wav,bonafide,hi-en,205240,mucs2021,none,clean,eval,205240_F4KjmwYhWvnpSE0m_0009
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0027.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0027
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0030.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0030
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0031.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0031
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0014.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0014
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0015.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0015
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0013.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0013
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0009.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0009
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0031.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0031
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0032.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0032
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0015.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0015
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0019.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0019
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0029.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0029
${DATA_ROOT}/clips/539226_vZGSoJPH1tbvsyCa_0011.wav,bonafide,hi-en,539226,mucs2021,none,clean,eval,539226_vZGSoJPH1tbvsyCa_0011
${DATA_ROOT}/clips/634568_jCgweujQVV5haVF1_0012.wav,bonafide,hi-en,634568,mucs2021,none,clean,eval,634568_jCgweujQVV5haVF1_0012
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0029.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0029
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0014.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0014
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0032.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0032
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0033.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0033
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0016.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0016
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0018.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0018
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0030.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0030
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0028.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0028
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0020.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0020
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0014.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0014
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0033.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0033
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0034.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0034
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0021.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0021
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0020.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0020
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0011.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0011
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0019.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0019
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0014.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0014
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0010.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0010
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0012.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0012
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0031.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0031
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0014.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0014
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0020.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0020
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0014.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0014
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0015.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0015
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0021.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0021
${DATA_ROOT}/clips/205240_F4KjmwYhWvnpSE0m_0010.wav,bonafide,hi-en,205240,mucs2021,none,clean,eval,205240_F4KjmwYhWvnpSE0m_0010
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0035.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0035
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0015.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0015
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0015.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0015
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0013.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0013
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0029.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0029
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0034.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0034
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0021.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0021
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0036.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0036
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0011.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0011
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0016.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0016
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0022.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0022
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0022.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0022
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0015.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0015
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0016.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0016
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0023.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0023
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0017.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0017
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0023.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0023
${DATA_ROOT}/clips/413057_aKSsdMqkPfUWyYeS_0015.wav,bonafide,hi-en,413057,mucs2021,none,clean,eval,413057_aKSsdMqkPfUWyYeS_0015
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0017.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0017
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0022.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0022
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0035.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0035
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0037.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0037
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0018.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0018
${DATA_ROOT}/clips/445718_H6Z2BkcyVtiuiN7A_0030.wav,bonafide,hi-en,445718,mucs2021,none,clean,eval,445718_H6Z2BkcyVtiuiN7A_0030
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0038.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0038
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0016.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0016
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0015.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0015
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0017.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0017
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0018.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0018
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0016.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0016
${DATA_ROOT}/clips/987461_LSRBJiHdUoHm4BTI_0011.wav,bonafide,hi-en,987461,mucs2021,none,clean,eval,987461_LSRBJiHdUoHm4BTI_0011
${DATA_ROOT}/clips/850754_wOTMMvC3WQ5YQRAF_0016.wav,bonafide,hi-en,850754,mucs2021,none,clean,eval,850754_wOTMMvC3WQ5YQRAF_0016
${DATA_ROOT}/clips/186783_LFpbaXkb8HuQ6DnF_0020.wav,bonafide,hi-en,186783,mucs2021,none,clean,eval,186783_LFpbaXkb8HuQ6DnF_0020
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0020.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0020
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0018.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0018
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0024.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0024
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0024.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0024
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0030.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0030
${DATA_ROOT}/clips/539354_C3MtnFEDrRkWHSvJ_0016.wav,bonafide,hi-en,539354,mucs2021,none,clean,eval,539354_C3MtnFEDrRkWHSvJ_0016
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0014.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0014
${DATA_ROOT}/clips/705494_fZcxLszRnIHxmVQp_0019.wav,bonafide,hi-en,705494,mucs2021,none,clean,eval,705494_fZcxLszRnIHxmVQp_0019
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0036.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0036
${DATA_ROOT}/clips/322882_XTscbPr78nzuHhuu_0023.wav,bonafide,hi-en,322882,mucs2021,none,clean,eval,322882_XTscbPr78nzuHhuu_0023
${DATA_ROOT}/clips/541304_cyhxRWI0LoKYZvcw_0032.wav,bonafide,hi-en,541304,mucs2021,none,clean,eval,541304_cyhxRWI0LoKYZvcw_0032
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0021.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0021
${DATA_ROOT}/clips/975912_1eNS3GaW1oHHurL4_0017.wav,bonafide,hi-en,975912,mucs2021,none,clean,eval,975912_1eNS3GaW1oHHurL4_0017
${DATA_ROOT}/clips/457295_WgzliDtK6Htff0g2_0039.wav,bonafide,hi-en,457295,mucs2021,none,clean,eval,457295_WgzliDtK6Htff0g2_0039
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0019.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0019
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0012.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0012
${DATA_ROOT}/clips/870582_crdH0AI5aH25bEXe_0015.wav,bonafide,hi-en,870582,mucs2021,none,clean,eval,870582_crdH0AI5aH25bEXe_0015
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0020.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0020
${DATA_ROOT}/clips/996368_n4ACC4gnqW0IM1wW_0022.wav,bonafide,hi-en,996368,mucs2021,none,clean,eval,996368_n4ACC4gnqW0IM1wW_0022
${DATA_ROOT}/clips/893273_8xh3ZKpPy5YhAnKX_0013.wav,bonafide,hi-en,893273,mucs2021,none,clean,eval,893273_8xh3ZKpPy5YhAnKX_0013
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0025.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0025
${DATA_ROOT}/clips/106718_vE1rhq3ojNKZvQNv_0031.wav,bonafide,hi-en,106718,mucs2021,none,clean,eval,106718_vE1rhq3ojNKZvQNv_0031
${DATA_ROOT}/clips/177570_jSNK2zDaIvyZsMZp_0037.wav,bonafide,hi-en,177570,mucs2021,none,clean,eval,177570_jSNK2zDaIvyZsMZp_0037
${DATA_ROOT}/clips/584991_1ijxO93RTIJh2Rzv_0025.wav,bonafide,hi-en,584991,mucs2021,none,clean,eval,584991_1ijxO93RTIJh2Rzv_0025
${DATA_ROOT}/clips/903756_K3X6AGezGWAoDe1q_0021.wav,bonafide,hi-en,903756,mucs2021,none,clean,eval,903756_K3X6AGezGWAoDe1q_0021
${DATA_ROOT}/clips/876898_RyQSvr4r4iAMTYXq_0026.wav,bonafide,hi-en,876898,mucs2021,none,clean,eval,876898_RyQSvr4r4iAMTYXq_0026
${DATA_ROOT}/clips/912184_V11NDc0lxudGbWQU_0019.wav,bonafide,hi-en,912184,mucs2021,none,clean,eval,912184_V11NDc0lxudGbWQU_0019
${DATA_ROOT}/clips/797767_TRInoJRJxAX3qv5C_0017.wav,bonafide,hi-en,797767,mucs2021,none,clean,eval,797767_TRInoJRJxAX3qv5C_0017
