job_id,target_speaker,source_speaker,pool,source_utt_id,source_wav,start_seconds,end_seconds,duration_seconds,transcript,language,tool,output_path,seed
164,850754,705494,train,705494_fZcxLszRnIHxmVQp_0008,${DATA_ROOT}/raw/mucs2021/train/fZcxLszRnIHxmVQp.wav,47.0,54.0,7.0,यह करने के लिए text पर click करें और फिर दिखाई दे रहे border पर click करें,hi,rvc,rvc_850754_00164.wav,4364
165,850754,797767,train,797767_TRInoJRJxAX3qv5C_0008,${DATA_ROOT}/raw/mucs2021/train/TRInoJRJxAX3qv5C.wav,53.0,63.0,10.0,मैंने columns spent और received में कुछ राशियाँ जोड़ दी हैं,hi,rvc,rvc_850754_00165.wav,4365
166,850754,870582,train,870582_crdH0AI5aH25bEXe_0008,${DATA_ROOT}/raw/mucs2021/train/crdH0AI5aH25bEXe.wav,43.0,47.0,4.0,इसके साथ यहाँ पर शुरू करने के लिए चलिए इसको केवल कमेंट करते हैं,hi,rvc,rvc_850754_00166.wav,4366
167,850754,876898,train,876898_RyQSvr4r4iAMTYXq_0008,${DATA_ROOT}/raw/mucs2021/train/RyQSvr4r4iAMTYXq.wav,49.0,60.0,11.0,उदाहरणस्वरूप चलिए serial number item cost spent received date account headings वाली cells को format करते हैं,hi,rvc,rvc_850754_00167.wav,4367
168,850754,893273,train,893273_8xh3ZKpPy5YhAnKX_0010,${DATA_ROOT}/raw/mucs2021/train/8xh3ZKpPy5YhAnKX.wav,42.0,47.0,5.0,आप्शन मेन्यू प्रदर्शित होता हैअब वाक्यांशों को टाइप करने का अभ्यास करें,hi,rvc,rvc_850754_00168.wav,4368
169,850754,903756,train,903756_K3X6AGezGWAoDe1q_0012,${DATA_ROOT}/raw/mucs2021/train/K3X6AGezGWAoDe1q.wav,49.0,55.0,6.0,पहले देखते हैं कि कैसे हम एक query के परिणाम को क्रमबद्ध कर सकते हैं,hi,rvc,rvc_850754_00169.wav,4369
170,850754,912184,train,912184_V11NDc0lxudGbWQU_0008,${DATA_ROOT}/raw/mucs2021/train/V11NDc0lxudGbWQU.wav,51.0,58.0,7.0,यहाँ नीचे मैं फॉर्मformबनाऊँगा,hi,rvc,rvc_850754_00170.wav,4370
171,850754,975912,train,975912_1eNS3GaW1oHHurL4_0008,${DATA_ROOT}/raw/mucs2021/train/1eNS3GaW1oHHurL4.wav,62.0,68.0,6.0,वास्तव में मेरे पास वह डोमैन नाम नहीं है लेकिन हम इसे उसी की तरह रखेंगे,hi,rvc,rvc_850754_00171.wav,4371
172,850754,987461,train,987461_LSRBJiHdUoHm4BTI_0008,${DATA_ROOT}/raw/mucs2021/train/LSRBJiHdUoHm4BTI.wav,51.0,57.0,6.0,फिलहालजब हम अपना फॉर्म सब्मिट करते हैं हम देखते हैं कि वास्तव में कुछ नहीं हुआ,hi,rvc,rvc_850754_00172.wav,4372
173,850754,996368,train,996368_n4ACC4gnqW0IM1wW_0008,${DATA_ROOT}/raw/mucs2021/train/n4ACC4gnqW0IM1wW.wav,56.0,66.0,10.0,records को  koha में इंपोर्ट दो तरीके से किया जाता है:,hi,rvc,rvc_850754_00173.wav,4373
174,850754,106718,train,106718_vE1rhq3ojNKZvQNv_0010,${DATA_ROOT}/raw/mucs2021/train/vE1rhq3ojNKZvQNv.wav,59.0,64.0,5.0,file watercycle को खोलें जो desktop में सेव की गई थी,hi,rvc,rvc_850754_00174.wav,4374
175,850754,142970,train,142970_DP5j8CLDeL6HHHSX_0009,${DATA_ROOT}/raw/mucs2021/train/DP5j8CLDeL6HHHSX.wav,47.0,52.0,5.0,अबअगला फंक्शन इसके लिए लागू होता है,hi,rvc,rvc_850754_00175.wav,4375
176,850754,177570,train,177570_jSNK2zDaIvyZsMZp_0011,${DATA_ROOT}/raw/mucs2021/train/jSNK2zDaIvyZsMZp.wav,46.0,52.0,6.0,* एक argument उसको बुलाये जाने के समय program को passed किया जाता है,hi,rvc,rvc_850754_00176.wav,4376
177,850754,186783,train,186783_LFpbaXkb8HuQ6DnF_0009,${DATA_ROOT}/raw/mucs2021/train/LFpbaXkb8HuQ6DnF.wav,61.0,69.0,8.0,यहाँ हम अपने ऑपरेटिंग सिस्टम के रूप में उबंटू लिनक्स 1004 और लिबरऑफस सूट वर्जन 334 का उपयोग कर रहे हैं,hi,rvc,rvc_850754_00177.wav,4377
178,850754,205240,train,205240_F4KjmwYhWvnpSE0m_0009,${DATA_ROOT}/raw/mucs2021/train/F4KjmwYhWvnpSE0m.wav,63.0,67.0,4.0,अब यहाँ इस कॉलम में,hi,rvc,rvc_850754_00178.wav,4378
179,850754,322882,train,322882_XTscbPr78nzuHhuu_0011,${DATA_ROOT}/raw/mucs2021/train/XTscbPr78nzuHhuu.wav,60.0,68.0,8.0,print layout option के लिए view option पर click करें और फिर print layout option पर click करें,hi,rvc,rvc_850754_00179.wav,4379
180,850754,413057,train,413057_aKSsdMqkPfUWyYeS_0009,${DATA_ROOT}/raw/mucs2021/train/aKSsdMqkPfUWyYeS.wav,64.0,71.0,7.0,अब क्रमशः cost और spent के नीचे घटकों का कुल जोड़ निकालें,hi,rvc,rvc_850754_00180.wav,4380
181,850754,445718,train,445718_H6Z2BkcyVtiuiN7A_0009,${DATA_ROOT}/raw/mucs2021/train/H6Z2BkcyVtiuiN7A.wav,65.0,71.0,6.0,यहाँ cost शीर्षक के नीचे हमने कई सारी वस्तुओं की कीमत को सूचीबद्ध किया है,hi,rvc,rvc_850754_00181.wav,4381
182,850754,457295,train,457295_WgzliDtK6Htff0g2_0014,${DATA_ROOT}/raw/mucs2021/train/WgzliDtK6Htff0g2.wav,61.0,67.0,6.0,इसलिए जब हम इसे print करते हैं आकृति का हिस्सा कटता या छिपता नहीं हैं,hi,rvc,rvc_850754_00182.wav,4382
183,850754,539226,train,539226_vZGSoJPH1tbvsyCa_0009,${DATA_ROOT}/raw/mucs2021/train/vZGSoJPH1tbvsyCa.wav,67.0,78.0,11.0,हम यह इस प्रकार से करते हैं कि हम अपने login पेज पर वापस जाते हैं जिसे हमने पिछले ट्यूटोरियल userlogin  ट्यूटोरियल में किया था,hi,rvc,rvc_850754_00183.wav,4383
184,850754,539354,train,539354_C3MtnFEDrRkWHSvJ_0009,${DATA_ROOT}/raw/mucs2021/train/C3MtnFEDrRkWHSvJ.wav,59.0,63.0,4.0,koha interface पर जाते हैं,hi,rvc,rvc_850754_00184.wav,4384
185,850754,541304,train,541304_cyhxRWI0LoKYZvcw_0010,${DATA_ROOT}/raw/mucs2021/train/cyhxRWI0LoKYZvcw.wav,60.0,66.0,6.0,उदाहरणस्वरूप simple form fields को table में शामिल कर सकता है,hi,rvc,rvc_850754_00185.wav,4385
186,850754,584991,train,584991_1ijxO93RTIJh2Rzv_0009,${DATA_ROOT}/raw/mucs2021/train/1ijxO93RTIJh2Rzv.wav,57.0,62.0,5.0,हम इस background को बनाने के लिए slide master option का इस्तेमाल करेंगे,hi,rvc,rvc_850754_00186.wav,4386
187,850754,634568,train,634568_jCgweujQVV5haVF1_0011,${DATA_ROOT}/raw/mucs2021/train/jCgweujQVV5haVF1.wav,61.0,64.0,3.0,notes के संपादन के लिए notes टैब पर click करें,hi,rvc,rvc_850754_00187.wav,4387
188,850754,705494,train,705494_fZcxLszRnIHxmVQp_0009,${DATA_ROOT}/raw/mucs2021/train/fZcxLszRnIHxmVQp.wav,54.0,61.0,7.0,impress window की दायीं ओर से tasks pane में custom animation पर click करें,hi,rvc,rvc_850754_00188.wav,4388
189,850754,797767,train,797767_TRInoJRJxAX3qv5C_0009,${DATA_ROOT}/raw/mucs2021/train/TRInoJRJxAX3qv5C.wav,63.0,70.0,7.0,अब क्रमशः cost और spent के नीचे घटकों का कुल जोड़ निकालें,hi,rvc,rvc_850754_00189.wav,4389
190,850754,870582,train,870582_crdH0AI5aH25bEXe_0009,${DATA_ROOT}/raw/mucs2021/train/crdH0AI5aH25bEXe.wav,47.0,52.0,5.0,अतः write some data फिर हम एक क्वेरी निर्धारित करेंगे जो डेटा लिखेगा,hi,rvc,rvc_850754_00190.wav,4390
191,850754,876898,train,876898_RyQSvr4r4iAMTYXq_0009,${DATA_ROOT}/raw/mucs2021/train/RyQSvr4r4iAMTYXq.wav,60.0,67.0,7.0,अतः पहले sn से संबोधित serial number heading वाली cell पर click करते हैं,hi,rvc,rvc_850754_00191.wav,4391
192,850754,893273,train,893273_8xh3ZKpPy5YhAnKX_0012,${DATA_ROOT}/raw/mucs2021/train/8xh3ZKpPy5YhAnKX.wav,49.0,53.0,4.0,टिचर्स लाइन में प्रदर्शित होने वाले वाक्य टाइप करें,hi,rvc,rvc_850754_00192.wav,4392
193,850754,903756,train,903756_K3X6AGezGWAoDe1q_0013,${DATA_ROOT}/raw/mucs2021/train/K3X6AGezGWAoDe1q.wav,55.0,59.0,4.0,और निम्न उदाहरण को देखते हैं:,hi,rvc,rvc_850754_00193.wav,4393
194,850754,912184,train,912184_V11NDc0lxudGbWQU_0009,${DATA_ROOT}/raw/mucs2021/train/V11NDc0lxudGbWQU.wav,58.0,61.0,3.0,यह एक html फॉर्म होगा अतः हमें अपने टैग्स को शुरू और अंत करने की आवश्यकता है,hi,rvc,rvc_850754_00194.wav,4394
195,850754,975912,train,975912_1eNS3GaW1oHHurL4_0009,${DATA_ROOT}/raw/mucs2021/train/1eNS3GaW1oHHurL4.wav,68.0,71.0,3.0,अतः from: admin @phpacademycom,hi,rvc,rvc_850754_00195.wav,4395
196,850754,987461,train,987461_LSRBJiHdUoHm4BTI_0009,${DATA_ROOT}/raw/mucs2021/train/LSRBJiHdUoHm4BTI.wav,57.0,68.0,11.0,पहले मैं लिखूँगा check password against db और फिर हम हमारे डेटाबेस से कनेक्ट होंगे,hi,rvc,rvc_850754_00196.wav,4396
197,850754,996368,train,996368_n4ACC4gnqW0IM1wW_0009,${DATA_ROOT}/raw/mucs2021/train/n4ACC4gnqW0IM1wW.wav,66.0,73.0,7.0,शुरू करने के लिए चलिए अपने superlibrarian  के साथ koha में लॉगिन करें,hi,rvc,rvc_850754_00197.wav,4397
198,850754,106718,train,106718_vE1rhq3ojNKZvQNv_0011,${DATA_ROOT}/raw/mucs2021/train/vE1rhq3ojNKZvQNv.wav,64.0,68.0,4.0,हम पहले सीखेंगे कि एक object कैसे चुनें,hi,rvc,rvc_850754_00198.wav,4398
199,850754,142970,train,142970_DP5j8CLDeL6HHHSX_0010,${DATA_ROOT}/raw/mucs2021/train/DP5j8CLDeL6HHHSX.wav,52.0,63.0,11.0,यदि आप एक for लूप का इस्तेमाल करके स्ट्रिंग अक्षरों के माध्यम से लूप करना चाहते हैं तो आपको विशेष सबस्ट्रिंग को भीतर लेने के लिए mb सबस्ट्रिंग की आवश्यकता होगी,hi,rvc,rvc_850754_00199.wav,4399
200,850754,177570,train,177570_jSNK2zDaIvyZsMZp_0012,${DATA_ROOT}/raw/mucs2021/train/jSNK2zDaIvyZsMZp.wav,52.0,57.0,5.0,* arguments की कोई भी संख्या program को passed की जा सकती है,hi,rvc,rvc_850754_00200.wav,4400
201,850754,186783,train,186783_LFpbaXkb8HuQ6DnF_0010,${DATA_ROOT}/raw/mucs2021/train/LFpbaXkb8HuQ6DnF.wav,69.0,76.0,7.0,इस ट्यूटोरियम में मैं कुछ डॉक्युमेंट्स का उपयोग कर रहा हूँ जो मैंने पहले ही बनाये हैं और मेरे सिस्टम में सेव किये हैं जैसे कि,hi,rvc,rvc_850754_00201.wav,4401
202,850754,205240,train,205240_F4KjmwYhWvnpSE0m_0010,${DATA_ROOT}/raw/mucs2021/train/F4KjmwYhWvnpSE0m.wav,67.0,72.0,5.0,जो कुछ भी हमारे पास है यह उसके बराबर होता है,hi,rvc,rvc_850754_00202.wav,4402
203,850754,322882,train,322882_XTscbPr78nzuHhuu_0012,${DATA_ROOT}/raw/mucs2021/train/XTscbPr78nzuHhuu.wav,68.0,79.0,11.0,web layout option के लिए मेन्यूबार में view option पर click करें और फिर web layout option पर click करें,hi,rvc,rvc_850754_00203.wav,4403
204,850754,413057,train,413057_aKSsdMqkPfUWyYeS_0010,${DATA_ROOT}/raw/mucs2021/train/aKSsdMqkPfUWyYeS.wav,71.0,84.0,13.0,c9 उल्लिखित cell पर click करें और formula is equal to sum और कोष्ठकों के अंदर c3 colon c7 टाइप करें,hi,rvc,rvc_850754_00204.wav,4404
205,850754,445718,train,445718_H6Z2BkcyVtiuiN7A_0010,${DATA_ROOT}/raw/mucs2021/train/H6Z2BkcyVtiuiN7A.wav,71.0,77.0,6.0,इन पर conditional operators लागू करें और उत्तर का विश्लेषण करें,hi,rvc,rvc_850754_00205.wav,4405
206,850754,457295,train,457295_WgzliDtK6Htff0g2_0015,${DATA_ROOT}/raw/mucs2021/train/WgzliDtK6Htff0g2.wav,67.0,71.0,4.0,page margins set करें और फिर watercycle चित्र print करें,hi,rvc,rvc_850754_00206.wav,4406
207,850754,539226,train,539226_vZGSoJPH1tbvsyCa_0011,${DATA_ROOT}/raw/mucs2021/train/vZGSoJPH1tbvsyCa.wav,94.0,107.0,13.0,हमें हमारा पासवर्ड जाँचने की आवश्यकता है अभी  मानते हैं कि मैंने मेरा पासवर्ड टाइप किया slicer u k 1,hi,rvc,rvc_850754_00207.wav,4407
208,850754,539354,train,539354_C3MtnFEDrRkWHSvJ_0010,${DATA_ROOT}/raw/mucs2021/train/C3MtnFEDrRkWHSvJ.wav,63.0,70.0,7.0,संस्थापन के समय दिए गए username और password का उपयोग करके koha में log इन करें,hi,rvc,rvc_850754_00208.wav,4408
209,850754,541304,train,541304_cyhxRWI0LoKYZvcw_0011,${DATA_ROOT}/raw/mucs2021/train/cyhxRWI0LoKYZvcw.wav,66.0,75.0,9.0,चलिए library database के उदाहरण पर विचार करते हैं जिसे हमने पिछले tutorials में बनाया है,hi,rvc,rvc_850754_00209.wav,4409
210,850754,584991,train,584991_1ijxO93RTIJh2Rzv_0010,${DATA_ROOT}/raw/mucs2021/train/1ijxO93RTIJh2Rzv.wav,62.0,68.0,6.0,master slide पर किया गया कोई भी परिवर्तन प्रस्तुति के सभी slides के लिए लागू होता है,hi,rvc,rvc_850754_00210.wav,4410
211,850754,634568,train,634568_jCgweujQVV5haVF1_0012,${DATA_ROOT}/raw/mucs2021/train/jCgweujQVV5haVF1.wav,64.0,72.0,8.0,slide के नीचे एक notes text box प्रदर्शित होता है यहाँ हम notes type कर सकते हैं,hi,rvc,rvc_850754_00211.wav,4411
212,850754,705494,train,705494_fZcxLszRnIHxmVQp_0011,${DATA_ROOT}/raw/mucs2021/train/fZcxLszRnIHxmVQp.wav,63.0,67.0,4.0,custom animation dialog box प्रदर्शित होता है,hi,rvc,rvc_850754_00212.wav,4412
213,850754,797767,train,797767_TRInoJRJxAX3qv5C_0010,${DATA_ROOT}/raw/mucs2021/train/TRInoJRJxAX3qv5C.wav,70.0,82.0,12.0,c9 उल्लिखित cell पर click करें और formula is equal to sum और कोष्ठकों के अंदर c3 colon c7 टाइप करें,hi,rvc,rvc_850754_00213.wav,4413
214,850754,870582,train,870582_crdH0AI5aH25bEXe_0010,${DATA_ROOT}/raw/mucs2021/train/crdH0AI5aH25bEXe.wav,52.0,59.0,7.0,अतः write और हम mysql query फंक्शनfuction उपयोग करेंगे,hi,rvc,rvc_850754_00214.wav,4414
215,850754,876898,train,876898_RyQSvr4r4iAMTYXq_0010,${DATA_ROOT}/raw/mucs2021/train/RyQSvr4r4iAMTYXq.wav,67.0,73.0,6.0,अब left mouse button को hold करें और headings युक्त cells के साथ इसे drag करें,hi,rvc,rvc_850754_00215.wav,4415
216,850754,893273,train,893273_8xh3ZKpPy5YhAnKX_0013,${DATA_ROOT}/raw/mucs2021/train/8xh3ZKpPy5YhAnKX.wav,53.0,66.0,13.0,इस मामले में यह है the quick brown fox jumps over the lazy dog,hi,rvc,rvc_850754_00216.wav,4416
217,850754,903756,train,903756_K3X6AGezGWAoDe1q_0014,${DATA_ROOT}/raw/mucs2021/train/K3X6AGezGWAoDe1q.wav,59.0,69.0,10.0,cambridge या oxford द्वारा प्रकाशित उन सभी पुस्तकों के book title और author की सूचना प्राप्त करिये,hi,rvc,rvc_850754_00217.wav,4417
218,850754,912184,train,912184_V11NDc0lxudGbWQU_0010,${DATA_ROOT}/raw/mucs2021/train/V11NDc0lxudGbWQU.wav,61.0,74.0,13.0,हमारा actionएक्शनmysql dot php होगा और method post होगा,hi,rvc,rvc_850754_00218.wav,4418
219,850754,975912,train,975912_1eNS3GaW1oHHurL4_0010,${DATA_ROOT}/raw/mucs2021/train/1eNS3GaW1oHHurL4.wav,71.0,78.0,7.0,अपने मेल के अंदर हम अन्य पैरामीटर को जोड़ने की आवश्यकता है जो कि headers है,hi,rvc,rvc_850754_00219.wav,4419
220,850754,987461,train,987461_LSRBJiHdUoHm4BTI_0010,${DATA_ROOT}/raw/mucs2021/train/LSRBJiHdUoHm4BTI.wav,68.0,75.0,7.0,हम इन पेजेस में कई में पहले से ही अपने डेटाबेस से जुड़े हैं जैसे कि लॉगिन पेज,hi,rvc,rvc_850754_00220.wav,4420
221,850754,996368,train,996368_n4ACC4gnqW0IM1wW_0010,${DATA_ROOT}/raw/mucs2021/train/n4ACC4gnqW0IM1wW.wav,73.0,77.0,4.0,होम पेज पर  tools पर क्लिक करें,hi,rvc,rvc_850754_00221.wav,4421
222,850754,106718,train,106718_vE1rhq3ojNKZvQNv_0012,${DATA_ROOT}/raw/mucs2021/train/vE1rhq3ojNKZvQNv.wav,68.0,73.0,5.0,मानिए कि हम cloud चुनना चाहते हैं तो हम सामान्यतः इस पर click करेंगे,hi,rvc,rvc_850754_00222.wav,4422
223,850754,142970,train,142970_DP5j8CLDeL6HHHSX_0011,${DATA_ROOT}/raw/mucs2021/train/DP5j8CLDeL6HHHSX.wav,63.0,72.0,9.0,उदाहरण के लिए अगर आपके पास my name is alex नामक स्ट्रिंग है,hi,rvc,rvc_850754_00223.wav,4423
224,850754,177570,train,177570_jSNK2zDaIvyZsMZp_0013,${DATA_ROOT}/raw/mucs2021/train/jSNK2zDaIvyZsMZp.wav,57.0,66.0,9.0,अब अपने keyboard पर एकसाथ ctrl alt और t कीज़ दबाकर terminal खोलें,hi,rvc,rvc_850754_00224.wav,4424
225,850754,186783,train,186783_LFpbaXkb8HuQ6DnF_0011,${DATA_ROOT}/raw/mucs2021/train/LFpbaXkb8HuQ6DnF.wav,76.0,84.0,8.0,sevenreasonstoadoptfoss odt governmentsupportforfossinindia odt,hi,rvc,rvc_850754_00225.wav,4425
226,850754,205240,train,205240_F4KjmwYhWvnpSE0m_0011,${DATA_ROOT}/raw/mucs2021/train/F4KjmwYhWvnpSE0m.wav,72.0,78.0,6.0,अतः चूँकि हम अपना php सेशन पहले ही संसाधित कर चुके हैं,hi,rvc,rvc_850754_00226.wav,4426
227,850754,322882,train,322882_XTscbPr78nzuHhuu_0013,${DATA_ROOT}/raw/mucs2021/train/XTscbPr78nzuHhuu.wav,79.0,86.0,7.0,इन options के अलावा आप document को full screen mode में भी देख सकते हैं,hi,rvc,rvc_850754_00227.wav,4427
228,850754,413057,train,413057_aKSsdMqkPfUWyYeS_0011,${DATA_ROOT}/raw/mucs2021/train/aKSsdMqkPfUWyYeS.wav,84.0,87.0,3.0,फिर enter की दबाएँ,hi,rvc,rvc_850754_00228.wav,4428
229,850754,445718,train,445718_H6Z2BkcyVtiuiN7A_0011,${DATA_ROOT}/raw/mucs2021/train/H6Z2BkcyVtiuiN7A.wav,77.0,84.0,7.0,b10 से उल्लिखित cell पर click करें और इसके अंदर condition result type करें,hi,rvc,rvc_850754_00229.wav,4429
230,850754,457295,train,457295_WgzliDtK6Htff0g2_0016,${DATA_ROOT}/raw/mucs2021/train/WgzliDtK6Htff0g2.wav,71.0,78.0,7.0,ऐसा मानते हैं कि कागज का आकार जो हम इस आकृति को print करने में उपयोग करेंगे वो मानक आकार नहीं है,hi,rvc,rvc_850754_00230.wav,4430
231,850754,539226,train,539226_vZGSoJPH1tbvsyCa_0012,${DATA_ROOT}/raw/mucs2021/train/vZGSoJPH1tbvsyCa.wav,107.0,116.0,9.0,अतः यह पासवर्ड है जो मैं यहाँ टाइप कर रहा हूँ यह काफी पुराना है,hi,rvc,rvc_850754_00231.wav,4431
232,850754,539354,train,539354_C3MtnFEDrRkWHSvJ_0011,${DATA_ROOT}/raw/mucs2021/train/C3MtnFEDrRkWHSvJ.wav,70.0,77.0,7.0,मेरे system में मैंने username koha underscore library दिया है,hi,rvc,rvc_850754_00232.wav,4432
233,850754,541304,train,541304_cyhxRWI0LoKYZvcw_0012,${DATA_ROOT}/raw/mucs2021/train/cyhxRWI0LoKYZvcw.wav,75.0,81.0,6.0,अतः simple form fields को books table में शामिल कर सकता है,hi,rvc,rvc_850754_00233.wav,4433
234,850754,584991,train,584991_1ijxO93RTIJh2Rzv_0011,${DATA_ROOT}/raw/mucs2021/train/1ijxO93RTIJh2Rzv.wav,68.0,75.0,7.0,main menu से view पर click करें master चुनें और slide master पर click करें,hi,rvc,rvc_850754_00234.wav,4434
235,850754,634568,train,634568_jCgweujQVV5haVF1_0013,${DATA_ROOT}/raw/mucs2021/train/jCgweujQVV5haVF1.wav,72.0,75.0,3.0,click to add notes पर click करें,hi,rvc,rvc_850754_00235.wav,4435
236,850754,705494,train,705494_fZcxLszRnIHxmVQp_0012,${DATA_ROOT}/raw/mucs2021/train/fZcxLszRnIHxmVQp.wav,67.0,70.0,3.0,ध्यान दें कि entrance टैब खुलता है,hi,rvc,rvc_850754_00236.wav,4436
237,850754,797767,train,797767_TRInoJRJxAX3qv5C_0011,${DATA_ROOT}/raw/mucs2021/train/TRInoJRJxAX3qv5C.wav,82.0,86.0,4.0,फिर enter की दबाएँ,hi,rvc,rvc_850754_00237.wav,4437
238,850754,870582,train,870582_crdH0AI5aH25bEXe_0012,${DATA_ROOT}/raw/mucs2021/train/crdH0AI5aH25bEXe.wav,61.0,66.0,5.0,इसे करने के लिए डेटा को भीतर डालने के लिए हम insert टाइप करेंगे,hi,rvc,rvc_850754_00238.wav,4438
239,850754,876898,train,876898_RyQSvr4r4iAMTYXq_0011,${DATA_ROOT}/raw/mucs2021/train/RyQSvr4r4iAMTYXq.wav,73.0,82.0,9.0,headings युक्त पूरी horizontal row को चुनने के बाद formatting toolbar पर borders icon पर click करें,hi,rvc,rvc_850754_00239.wav,4439
240,850754,893273,train,893273_8xh3ZKpPy5YhAnKX_0014,${DATA_ROOT}/raw/mucs2021/train/8xh3ZKpPy5YhAnKX.wav,66.0,70.0,4.0,अब हमें अगला वाक्य टाइप करना होगा नहीं करना चाहिए,hi,rvc,rvc_850754_00240.wav,4440
241,850754,903756,train,903756_K3X6AGezGWAoDe1q_0015,${DATA_ROOT}/raw/mucs2021/train/K3X6AGezGWAoDe1q.wav,69.0,79.0,10.0,और आरोही क्रम में book titles का अनुकरण करके उनको publisher के आरोही क्रम में सूचीबद्ध करिये,hi,rvc,rvc_850754_00241.wav,4441
242,850754,912184,train,912184_V11NDc0lxudGbWQU_0011,${DATA_ROOT}/raw/mucs2021/train/V11NDc0lxudGbWQU.wav,74.0,85.0,11.0,यहाँ हम एक फॉर्मformबनाएँगे जिसमें प्रयोगकर्तायूजरनाम दर्शा सकता है,hi,rvc,rvc_850754_00242.wav,4442
243,850754,975912,train,975912_1eNS3GaW1oHHurL4_0011,${DATA_ROOT}/raw/mucs2021/train/1eNS3GaW1oHHurL4.wav,78.0,84.0,6.0,तथा अब हम यहाँ आते हैं और आप यहाँ alex और यहाँ this is a test! टाइप कर सकते हैं,hi,rvc,rvc_850754_00243.wav,4443
244,850754,987461,train,987461_LSRBJiHdUoHm4BTI_0011,${DATA_ROOT}/raw/mucs2021/train/LSRBJiHdUoHm4BTI.wav,75.0,89.0,14.0,आप इसको अपने एक समय के लॉगिन स्क्रिप्ट के साथ include and include connect php  नामक अलग फाइल में रख सकते हैं ताकि आपको यह टाइप न करना पड़े,hi,rvc,rvc_850754_00244.wav,4444
245,850754,996368,train,996368_n4ACC4gnqW0IM1wW_0011,${DATA_ROOT}/raw/mucs2021/train/n4ACC4gnqW0IM1wW.wav,77.0,87.0,10.0,एक नया पेज खुलता है  catalog सेक्शन में  stage marc records for import पर क्लिक करें,hi,rvc,rvc_850754_00245.wav,4445
246,850754,106718,train,106718_vE1rhq3ojNKZvQNv_0013,${DATA_ROOT}/raw/mucs2021/train/vE1rhq3ojNKZvQNv.wav,73.0,76.0,3.0,ऐसा करने पर on handles दिखाई देते हैं,hi,rvc,rvc_850754_00246.wav,4446
247,850754,142970,train,142970_DP5j8CLDeL6HHHSX_0012,${DATA_ROOT}/raw/mucs2021/train/DP5j8CLDeL6HHHSX.wav,72.0,78.0,6.0,और हम इसके माध्यम से लूप करना चाहते थे तथा प्रत्येक अक्षर को जाँचना चाहते हैं,hi,rvc,rvc_850754_00247.wav,4447
248,850754,177570,train,177570_jSNK2zDaIvyZsMZp_0014,${DATA_ROOT}/raw/mucs2021/train/jSNK2zDaIvyZsMZp.wav,66.0,72.0,6.0,मैंने arg sh named file में code पहले ही लिख लिया है,hi,rvc,rvc_850754_00248.wav,4448
249,850754,186783,train,186783_LFpbaXkb8HuQ6DnF_0012,${DATA_ROOT}/raw/mucs2021/train/LFpbaXkb8HuQ6DnF.wav,84.0,93.0,9.0,राइटर में शुरूआत के लिए applications  office और libreoffice writer पर क्लिक करें,hi,rvc,rvc_850754_00249.wav,4449
250,850754,205240,train,205240_F4KjmwYhWvnpSE0m_0012,${DATA_ROOT}/raw/mucs2021/train/F4KjmwYhWvnpSE0m.wav,78.0,81.0,3.0,जोकि alex के बराबर है,hi,rvc,rvc_850754_00250.wav,4450
251,457295,106718,train,106718_vE1rhq3ojNKZvQNv_0015,${DATA_ROOT}/raw/mucs2021/train/vE1rhq3ojNKZvQNv.wav,82.0,87.0,5.0,आप बाद के tutorials में handles और उनके उपयोग के बारे में अधिक सीखेंगे,hi,rvc,rvc_457295_00251.wav,4451
252,457295,142970,train,142970_DP5j8CLDeL6HHHSX_0014,${DATA_ROOT}/raw/mucs2021/train/DP5j8CLDeL6HHHSX.wav,92.0,97.0,5.0,तो पहले मैं mb  सबस्ट्रिंग एको करता हूँ,hi,rvc,rvc_457295_00252.wav,4452
253,457295,177570,train,177570_jSNK2zDaIvyZsMZp_0016,${DATA_ROOT}/raw/mucs2021/train/jSNK2zDaIvyZsMZp.wav,76.0,83.0,7.0,gedit space arg sh space & ampersand sign,hi,rvc,rvc_457295_00253.wav,4453
254,457295,186783,train,186783_LFpbaXkb8HuQ6DnF_0014,${DATA_ROOT}/raw/mucs2021/train/LFpbaXkb8HuQ6DnF.wav,100.0,103.0,3.0,record changes ऑप्शन को सेट करने के लिए,hi,rvc,rvc_457295_00254.wav,4454
255,457295,205240,train,205240_F4KjmwYhWvnpSE0m_0014,${DATA_ROOT}/raw/mucs2021/train/F4KjmwYhWvnpSE0m.wav,92.0,97.0,5.0,और इस where को alex में बदलें,hi,rvc,rvc_457295_00255.wav,4455
256,457295,322882,train,322882_XTscbPr78nzuHhuu_0016,${DATA_ROOT}/raw/mucs2021/train/XTscbPr78nzuHhuu.wav,99.0,104.0,5.0,full screen से बाहर in के लिए keyboard से escape की press करें,hi,rvc,rvc_457295_00256.wav,4456
257,457295,413057,train,413057_aKSsdMqkPfUWyYeS_0014,${DATA_ROOT}/raw/mucs2021/train/aKSsdMqkPfUWyYeS.wav,105.0,108.0,3.0,sheet 2 टैब पर click करें,hi,rvc,rvc_457295_00257.wav,4457
258,457295,445718,train,445718_H6Z2BkcyVtiuiN7A_0014,${DATA_ROOT}/raw/mucs2021/train/H6Z2BkcyVtiuiN7A.wav,93.0,98.0,5.0,ध्यान दें house rent का खर्च 6000 रुपया है,hi,rvc,rvc_457295_00258.wav,4458
