job_id,cell,speaker,pool,reference_wav,transcript,transcript_source,script_class,language,tool,output_path,seed
143,adaptation_hi,342352,adaptation,refs/342352.wav,kisee bhee seshan ko shuroo karne ke lie hamen ek phankshan kee aavashyaktaa hogee jo hai start session,किसी भी सेशन को शुरू करने के लिए हमें एक फंक्शन की आवश्यकता होगी जो है start session,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_00143.wav,7143
144,adaptation_hi,350956,adaptation,refs/350956.wav,yah start session hai  yaa session start ise turant jaanchen,यह start session है  या session start इसे तुरंत जाँचें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00144.wav,7144
145,adaptation_hi,433148,adaptation,refs/433148.wav,sahee ek erar ! atah yah session start honaa chaahie maaph keejie main yahaan thoraa uljhan men thaa,सही एक एरर ! अतः यह session start होना चाहिए माफ कीजिए मैं यहाँ थोड़ा उलझन में था,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_433148_00145.wav,7145
146,adaptation_hi,491095,adaptation,refs/491095.wav,session start achchhaa atah riphresh karen risend karen aur yah dikhaayegaa youre in!,session start अच्छा अतः रिफ्रेश करें रिसेंड करें और यह दिखायेगा youre in!,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00146.wav,7146
147,adaptation_hi,702146,adaptation,refs/702146.wav,hamne seshan shuroo kar diyaa hai aur yah ek seshan veriebal jor detaa hai,हमने सेशन शुरू कर दिया है और यह एक सेशन वेरिएबल जोड़ देता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_00147.wav,7147
148,adaptation_hi,707034,adaptation,refs/707034.wav,atah youre in!  iske baad main likhoongaa click here to enter the secret naheen the member page achchhaa,अतः youre in!  इसके बाद मैं लिखूँगा click here to enter the secret नहीं the member page अच्छा,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00148.wav,7148
149,adaptation_hi,804882,adaptation,refs/804882.wav,aur yah member dot php naamak pej ke lie link ban jaataa hai,और यह member dot php नामक पेज के लिए लिंक बन जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00149.wav,7149
150,adaptation_hi,901681,adaptation,refs/901681.wav,sankshep men yadi ham sahee detaa bhejte hain ham likhne jaa rahe hain click here to enter the member page jise hamne abhee tak naheen banaayaa,संक्षेप में यदि हम सही डेटा भेजते हैं हम लिखने जा रहे हैं click here to enter the member page जिसे हमने अभी तक नहीं बनाया,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00150.wav,7150
151,adaptation_hi,126393,adaptation,refs/126393.wav,main yahaan aapko yaad dilaataa hoon ki hamne yahaan apnaa session start banaayaa hai jo ki bahut mahatvapoorn hai,मैं यहाँ आपको याद दिलाता हूँ कि हमने यहाँ अपना session start बनाया है जो कि बहुत महत्वपूर्ण है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_126393_00151.wav,7151
152,adaptation_hi,201350,adaptation,refs/201350.wav,isko pramaanit karne ke lie main ek nayaa pej banaaoongaa,इसको प्रमाणित करने के लिए मैं एक नया पेज बनाऊँगा,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_201350_00152.wav,7152
153,adaptation_hi,342352,adaptation,refs/342352.wav,atah main ise member dot php ke roop men sev karoongaa,अतः मैं इसे member dot php के रूप में सेव करूँगा,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00153.wav,7153
154,adaptation_hi,350956,adaptation,refs/350956.wav,yahaan main likhoongaa echo aur main username session eko karoongaa,यहाँ मैं लिखूँगा echo और मैं username session एको करूँगा,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00154.wav,7154
155,adaptation_hi,433148,adaptation,refs/433148.wav,vaastav men main shurooaat men welcome aur ant men isko adhik soochak banaane ke lie  ek vismayaadibodhak chihnexclamation mark jortaa hoon,वास्तव में मैं शुरूआत में welcome और अंत में इसको अधिक सूचक बनाने के लिए  एक विस्मयादिबोधक चिह्नexclamation mark जोड़ता हूँ,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00155.wav,7155
156,adaptation_hi,491095,adaptation,refs/491095.wav,yadi yahaan par koee any pej hai aur aap set karne ke lie is kod kaa upyog karte hain yah kaary karegaa,यदि यहाँ पर कोई अन्य पेज है और आप सेट करने के लिए इस कोड का उपयोग करते हैं यह कार्य करेगा,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_491095_00156.wav,7156
157,adaptation_hi,702146,adaptation,refs/702146.wav,aapko jaroor yahaan is phankshan kee aavashyaktaa hogee,आपको जरूर यहाँ इस फंक्शन की आवश्यकता होगी,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_00157.wav,7157
158,adaptation_hi,707034,adaptation,refs/707034.wav,atah aapko pratyek pej men session start kee aavashyaktaa hai jise aapne seshan men banaayaa yaa ghoshit kiyaa hai,अतः आपको प्रत्येक पेज में session start की आवश्यकता है जिसे आपने सेशन में बनाया या घोषित किया है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_707034_00158.wav,7158
159,adaptation_hi,804882,adaptation,refs/804882.wav,yahaan ham ristaart karte hain mukhy pej par vaapas chalte hain,यहाँ हम रिस्टार्ट करते हैं मुख्य पेज पर वापस चलते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_804882_00159.wav,7159
160,adaptation_hi,901681,adaptation,refs/901681.wav,main alex aur abc  ke saath login karoongaa log in  klik karen,मैं alex और abc  के साथ लॉगिन करूँगा log in  क्लिक करें,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00160.wav,7160
161,adaptation_hi,126393,adaptation,refs/126393.wav,yadi main yahaan klik kartaa hoon hamen welcome! miltaa hai hamen keval vahee milaa dekhte hain kyaa huaa,यदि मैं यहाँ क्लिक करता हूँ हमें welcome! मिलता है हमें केवल वही मिला देखते हैं क्या हुआ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_126393_00161.wav,7161
162,adaptation_hi,201350,adaptation,refs/201350.wav,vaapas chalte hain aur dekhte hain ki hamne kyaa galat kiyaa yah username honaa chaahie,वापस चलते हैं और देखते हैं कि हमने क्या गलत किया यह username होना चाहिए,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_201350_00162.wav,7162
163,adaptation_hi,342352,adaptation,refs/342352.wav,main yahaan koee tulnaa naheen kar rahaa hoon lekin mainne yahaan dabal ikval too chinh daalaa jo ki galat ho saktaa hai,मैं यहाँ कोई तुलना नहीं कर रहा हूँ लेकिन मैंने यहाँ डबल इक्वल टू चिन्ह डाला जो कि गलत हो सकता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_00163.wav,7163
164,adaptation_hi,350956,adaptation,refs/350956.wav,ab yah kaary karnaa chaahie apne index pej par vaapas jaate hain aur phir se login karte hain jaisaa hamne pahle kiyaa,अब यह कार्य करना चाहिए अपने index पेज पर वापस जाते हैं और फिर से लॉगिन करते हैं जैसा हमने पहले किया,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_350956_00164.wav,7164
165,adaptation_hi,433148,adaptation,refs/433148.wav,login oke yah dikhaayegaa youre in! membar pej men entar ke lie yahaan klik karen yahaan klik karen aur yah dikhaayegaa welcome alex!,लॉगिन ओके यह दिखायेगा youre in! मेम्बर पेज में एंटर के लिए यहाँ क्लिक करें यहाँ क्लिक करें और यह दिखायेगा welcome alex!,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_433148_00165.wav,7165
166,adaptation_hi,491095,adaptation,refs/491095.wav,adhiktar log sochenge ki sabhee det kho gayaa hai,अधिकतर लोग सोचेंगे कि सभी डेट खो गया है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_491095_00166.wav,7166
167,adaptation_hi,702146,adaptation,refs/702146.wav,yadi main vaapas membar pej par jaataa hoon joki member dot php  hai aur entar pres kartaa hoon yah abhee bhee alex dikhaataa hai,यदि मैं वापस मेम्बर पेज पर जाता हूँ जोकि member dot php  है और एंटर प्रेस करता हूँ यह अभी भी alex दिखाता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_00167.wav,7167
168,adaptation_hi,707034,adaptation,refs/707034.wav,atah meraa yoojar login hai yadi main braaujar band kartaa hoon main abhee bhee login hoon jab main vaapas entar kartaa hoon,अतः मेरा यूजर लॉगइन है यदि मैं ब्राउजर बंद करता हूँ मैं अभी भी लॉगइन हूँ जब मैं वापस एंटर करता हूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_707034_00168.wav,7168
169,adaptation_hi,804882,adaptation,refs/804882.wav,yah bahut mahatvapoorn phankshan hai yadi aap is prakaar se login kar rahe hain,यह बहुत महत्वपूर्ण फंक्शन है यदि आप इस प्रकार से लॉगइन कर रहे हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_804882_00169.wav,7169
170,adaptation_hi,901681,adaptation,refs/901681.wav,adhiktar bevsaaits aapko login rakhne ke lie aisaa kartee  hain,अधिकतर बेवसाइट्स आपको लॉगइन रखने के लिए ऐसा करती  हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_901681_00170.wav,7170
171,adaptation_hi,126393,adaptation,refs/126393.wav,lekin ab main logaaut pej banaanaa chaahtaa hoon,लेकिन अब मैं लॉगआउट पेज बनाना चाहता हूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_126393_00171.wav,7171
172,adaptation_hi,201350,adaptation,refs/201350.wav,logaaut karne ke lie hamen ek alag pej banaane kee aavashyaktaa hai aur ise logout dot php ke roop men sev karen,लॉगआउट करने के लिए हमें एक अलग पेज बनाने की आवश्यकता है और इसे logout dot php के रूप में सेव करें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_201350_00172.wav,7172
173,adaptation_hi,342352,adaptation,refs/342352.wav,aur hamen yahaan apnaa seshan samaapt karne kee aavashyaktaa hai,और हमें यहाँ अपना सेशन समाप्त करने की आवश्यकता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_00173.wav,7173
174,adaptation_hi,350956,adaptation,refs/350956.wav,sabse pahle apne seshan ko samaapt karne se pahle hamen ise shuroo karne kee aavashyaktaa hai,सबसे पहले अपने सेशन को समाप्त करने से पहले हमें इसे शुरू करने की आवश्यकता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_350956_00174.wav,7174
175,adaptation_hi,433148,adaptation,refs/433148.wav,atah main yahaan session start taaip karoongaa main ek baar ise nishchit kar letaa hoon,अतः मैं यहाँ session start टाइप करूँगा मैं एक बार इसे निश्चित कर लेता हूँ,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00175.wav,7175
176,adaptation_hi,491095,adaptation,refs/491095.wav,achchhaa aur phir hamen session destroy likhne kee aavashyaktaa hai maaph keejie sestroy naheen destroy,अच्छा और फिर हमें session destroy लिखने की आवश्यकता है माफ कीजिए sestroy नहीं destroy,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00176.wav,7176
177,adaptation_hi,702146,adaptation,refs/702146.wav,yadi is pej ko ham yahaan ran karte hain yah hamaare seshan ko samaapt kar degaa,यदि इस पेज को हम यहाँ रन करते हैं यह हमारे सेशन को समाप्त कर देगा,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_00177.wav,7177
178,adaptation_hi,707034,adaptation,refs/707034.wav,yahaan main ek anukool erar mesej youve been logged out click here to return taaip kar saktaa hoon,यहाँ मैं एक अनुकूल एरर मेसेज youve been logged out click here to return टाइप कर सकता हूँ,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00178.wav,7178
179,adaptation_hi,804882,adaptation,refs/804882.wav,chalie main vaapas apne index dot php pej par ek link banaataa hoon,चलिए मैं वापस अपने index dot php पेज पर एक लिंक बनाता हूँ,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00179.wav,7179
180,adaptation_hi,901681,adaptation,refs/901681.wav,ab main ise phir se jaanchoongaa udaaharnasvaroop,अब मैं इसे फिर से जाँचूँगा उदाहरणस्वरूप,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_901681_00180.wav,7180
181,adaptation_hi,126393,adaptation,refs/126393.wav,yahaan ek brek daalen yahaan main logaaut ke lie ek link banaaoongaa,यहाँ एक ब्रेक डालें यहाँ मैं लॉगआउट के लिए एक लिंक बनाऊँगा,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_126393_00181.wav,7181
182,adaptation_hi,201350,adaptation,refs/201350.wav,yoojar ko apne logout  dot php pej par link denaa mahatvapoorn hai anyathaa ve naheen jaan paayenge ki logaaut kaise karen,यूजर को अपने logout  dot php पेज पर लिंक देना महत्वपूर्ण है अन्यथा वे नहीं जान पायेंगे कि लॉगआउट कैसे करें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_201350_00182.wav,7182
183,adaptation_hi,342352,adaptation,refs/342352.wav,ham ise riphresh karte hain aur yah php pej se logaaut hone ke lie logaaut link banaayegaa,हम इसे रिफ्रेश करते हैं और यह php पेज से लॉगआउट होने के लिए लॉगआउट लिंक बनायेगा,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_00183.wav,7183
184,adaptation_hi,350956,adaptation,refs/350956.wav,is par klik karen aur aapko youve been logged out click here to return  miltaa hai,इस पर क्लिक करें और आपको youve been logged out click here to return  मिलता है,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00184.wav,7184
185,adaptation_hi,433148,adaptation,refs/433148.wav,mujhe lagtaa hai ki ham logaaut ho gaye hain apne member page dot php par vaapas jaane kee koshish karen,मुझे लगता है कि हम लॉगआउट हो गये हैं अपने member page dot php पर वापस जाने की कोशिश करें,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00185.wav,7185
186,adaptation_hi,491095,adaptation,refs/491095.wav,hamen yahaan koee bhee veriebal naheen milaa,हमें यहाँ कोई भी वेरिएबल नहीं मिला,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_491095_00186.wav,7186
187,adaptation_hi,702146,adaptation,refs/702146.wav,ab aap naheen chaahte hain ki is pej par yoojar aikses karen  kyonki ve ab login naheen hain,अब आप नहीं चाहते हैं कि इस पेज पर यूजर ऐक्सेस करें  क्योंकि वे अब लॉगइन नहीं हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_00187.wav,7187
188,adaptation_hi,707034,adaptation,refs/707034.wav,atah yahaan main likhoongaa session start phir main likhoongaa if session aur seshan nem jo ki username hai,अतः यहाँ मैं लिखूँगा session start फिर मैं लिखूँगा if session और सेशन नेम जो कि username है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00188.wav,7188
189,adaptation_hi,804882,adaptation,refs/804882.wav,aage main welcome  likhkar apnaa detaa eko karoongaa else main likhoongaa die,आगे मैं welcome  लिखकर अपना डेटा एको करूँगा else मैं लिखूँगा die,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00189.wav,7189
190,adaptation_hi,901681,adaptation,refs/901681.wav,main apne pej ko samaapt karnaa chaahtaa hoon to main likhoongaa you must be logged in,मैं अपने पेज को समाप्त करना चाहता हूँ तो मैं लिखूँगा you must be logged in,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00190.wav,7190
191,adaptation_hi,126393,adaptation,refs/126393.wav,atah yah sab tyootoriyal ke is bhaag men hai main aapke lie ise sankshep men bataataa hoon,अतः यह सब ट्यूटोरियल के इस भाग में है मैं आपके लिए इसे संक्षेप में बताता हूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_126393_00191.wav,7191
192,adaptation_hi,201350,adaptation,refs/201350.wav,yaad rakhiye main login naheen hoon to main login kartaa hoon,याद रखिये मैं लॉगइन नहीं हूँ तो मैं लॉगिन करता हूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_201350_00192.wav,7192
193,adaptation_hi,342352,adaptation,refs/342352.wav,main login hoon yahaan meraa membar pej hai main logaaut kar saktaa hoon main yahaan vaapas aataa hoon,मैं लॉगिन हूँ यहाँ मेरा मेम्बर पेज है मैं लॉगआउट कर सकता हूँ मैं यहाँ वापस आता हूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_00193.wav,7193
194,adaptation_hi,350956,adaptation,refs/350956.wav,ab jaisaa ki hamne member dot php banaayaa diyaa hai entar pres karen,अब जैसा कि हमने member dot php बनाया दिया है एंटर प्रेस करें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00194.wav,7194
195,adaptation_hi,433148,adaptation,refs/433148.wav,yah dikhaataa hai you must be logged in!,यह दिखाता है you must be logged in!,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00195.wav,7195
196,adaptation_hi,491095,adaptation,refs/491095.wav,atah udaaharnasvaroop main login karne jaa rahaa hoon lekin main iske lie yahaan klik naheen karoongaa,अतः उदाहरणस्वरूप मैं लॉगिन करने जा रहा हूँ लेकिन मैं इसके लिए यहाँ क्लिक नहीं करूँगा,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_491095_00196.wav,7196
197,adaptation_hi,702146,adaptation,refs/702146.wav,main apne aapko member dot php par phaarvard karoongaa mesej ban gayaa hai aur mujhe aikses kee anumti dee gaee hai,मैं अपने आपको member dot php पर फारवर्ड करूँगा मेसेज बन गया है और मुझे ऐक्सेस की अनुमति दी गई है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_702146_00197.wav,7197
198,adaptation_hi,707034,adaptation,refs/707034.wav,achchhaa to abhee ke lie itnaa hee yah is tyootoriyal kaa aakhiree bhaag hai yadi aapke paas koee prashn hai mujhe madad karne men khushee hogee,अच्छा तो अभी के लिए इतना ही यह इस ट्यूटोरियल का आखिरी भाग है यदि आपके पास कोई प्रश्न है मुझे मदद करने में खुशी होगी,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_707034_00198.wav,7198
199,adaptation_hi,804882,adaptation,refs/804882.wav,yah skript devendr kairvaan dvaaraa anuvaadit hai aaee aaee tee bombe kee or se main ravi kumaar ab aapse vidaa letaa hoon dhanyavaad,यह स्क्रिप्ट देवेन्द्र कैरवान द्वारा अनुवादित है आई आई टी बॉम्बे की ओर से मैं रवि कुमार अब आपसे विदा लेता हूँ धन्यवाद,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_804882_00199.wav,7199
200,adaptation_hi,901681,adaptation,refs/901681.wav,table and table properties par spoken tutorial men aapkaa svaagat hai,table and table properties पर spoken tutorial में आपका स्वागत है,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00200.wav,7200
201,adaptation_hi,126393,adaptation,refs/126393.wav,writer document men table kaise pravisht karen,writer document में table कैसे प्रविष्ट करें,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00201.wav,7201
202,adaptation_hi,201350,adaptation,refs/201350.wav,rows aur columns ko kaise joren aur sanshodhit karen,rows और columns को कैसे जोड़ें और संशोधित करें,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00202.wav,7202
203,adaptation_hi,342352,adaptation,refs/342352.wav,aur apnee pasand ke anusaar table properties ko kaise samaayojit karen,और अपनी पसंद के अनुसार table properties को कैसे समायोजित करें,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00203.wav,7203
204,adaptation_hi,350956,adaptation,refs/350956.wav,is tutorial pej par aapko code files link men do files uplabdh karaaee gaee hain kripyaa files daaunlod aur ekstraikt karen,इस tutorial पेज पर आपको code files link में दो files उपलब्ध कराई गई हैं कृपया files डाउनलोड और एक्स्ट्रैक्ट करें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00204.wav,7204
205,adaptation_hi,433148,adaptation,refs/433148.wav,ek copy banaaen aur phir abhyaas ke lie unkaa upyog karen,एक copy बनाएं और फिर अभ्यास के लिए उनका उपयोग करें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_433148_00205.wav,7205
206,adaptation_hi,491095,adaptation,refs/491095.wav,resume odt file kholen jise hamne pahle banaayaa hai,resume odt file खोलें जिसे हमने पहले बनाया है,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00206.wav,7206
207,adaptation_hi,702146,adaptation,refs/702146.wav,ab seekhte hain ki writer document men tables kaise pravisht karen,अब सीखते हैं कि writer document में tables कैसे प्रविष्ट करें,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00207.wav,7207
208,adaptation_hi,707034,adaptation,refs/707034.wav,education details ke aakhir men cursor rakhen aur enter dabaaen,education details के आखिर में cursor रखें और enter दबाएं,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00208.wav,7208
209,adaptation_hi,804882,adaptation,refs/804882.wav,document men table pravisht karne ke lie standard toolbar men insert table icon par click karen,document में table प्रविष्ट करने के लिए standard toolbar में insert table icon पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00209.wav,7209
210,adaptation_hi,901681,adaptation,refs/901681.wav,ab table ke aakaar kaa chayan karen vah rows aur columns hain jinkee aapko aavashyaktaa hai,अब table के आकार का चयन करें वह rows और columns हैं जिनकी आपको आवश्यकता है,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00210.wav,7210
211,adaptation_hi,126393,adaptation,refs/126393.wav,main aapko writer document men table pravisht karne kaa any tareekaa bataataa hoon,मैं आपको writer document में table प्रविष्ट करने का अन्य तरीका बताता हूं,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00211.wav,7211
212,adaptation_hi,201350,adaptation,refs/201350.wav,usse pahle ham badlaavon ko andoo karne ke lie ctrl + z keez dabaayenge,उससे पहले हम बदलावों को अन्डू करने के लिए ctrl + z कीज़ दबायेंगे,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_201350_00212.wav,7212
213,adaptation_hi,342352,adaptation,refs/342352.wav,ab menu bar men table menu par click karen aur phir insert table vikalp par click karen,अब menu bar में table menu पर click करें और फिर insert table विकल्प पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_342352_00213.wav,7213
214,adaptation_hi,350956,adaptation,refs/350956.wav,vibhinn fields ke saath insert table dialog box khultaa hai,विभिन्न fields के साथ insert table dialog box खुलता है,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00214.wav,7214
215,adaptation_hi,433148,adaptation,refs/433148.wav,name field men table kaa name resumetable pravisht karen,name field में table का name resumetable प्रविष्ट करें,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00215.wav,7215
216,adaptation_hi,491095,adaptation,refs/491095.wav,rows field men plus button par click karen aur rows kee sankhyaa barhaaen,rows field में plus button पर click करें और rows की संख्या बढ़ाएं,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00216.wav,7216
217,adaptation_hi,702146,adaptation,refs/702146.wav,neeche ham styles kee soochee dekhte hain,नीचे हम styles की सूची देखते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00217.wav,7217
218,adaptation_hi,707034,adaptation,refs/707034.wav,ham is soochee kaa upyog table ke lie style chunne ke lie kar sakte hain yadi ham chaahte hain,हम इस सूची का उपयोग table के लिए style चुनने के लिए कर सकते हैं यदि हम चाहते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_707034_00218.wav,7218
219,adaptation_hi,804882,adaptation,refs/804882.wav,ham abhee ke lie default style vikalp par click karenge,हम अभी के लिए default style विकल्प पर click करेंगे,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00219.wav,7219
220,adaptation_hi,901681,adaptation,refs/901681.wav,phir neeche daaeen or par insert button par click karen,फिर नीचे दाईं ओर पर insert button पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00220.wav,7220
221,adaptation_hi,126393,adaptation,refs/126393.wav,education details ke neeche do columns aur teen rows ke saath ek table pravisht hotaa hai,education details के नीचे दो columns और तीन rows के साथ एक table प्रविष्ट होता है,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00221.wav,7221
222,adaptation_hi,201350,adaptation,refs/201350.wav,ab ham table men tabular form men koee bhee jaankaaree type kar sakte hain,अब हम table में tabular form में कोई भी जानकारी type कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_201350_00222.wav,7222
223,adaptation_hi,342352,adaptation,refs/342352.wav,yahaan adhikaansh saamaany table visheshtaaon ke lie shaartakat hain,यहां अधिकांश सामान्य table विशेषताओं के लिए शार्टकट हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_00223.wav,7223
224,adaptation_hi,350956,adaptation,refs/350956.wav,yahaan ham type karenge secondary school examination,यहां हम type करेंगे secondary school examination,mostly_latin,hi,xtts_v2,outputs/xtts_v2_350956_00224.wav,7224
225,adaptation_hi,433148,adaptation,refs/433148.wav,iseetrah dikhaae gae anusaar ham table men any shaikshik vivran type karenge,इसीतरह दिखाए गए अनुसार हम table में अन्य शैक्षिक विवरण type करेंगे,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_433148_00225.wav,7225
226,adaptation_hi,491095,adaptation,refs/491095.wav,naee row jorne ke lie to me sthit table toolbar men rows below icon kaa upyog karen,नई row जोड़ने के लिए to मे स्थित table toolbar में rows below icon का उपयोग करें,mixed,hi,xtts_v2,outputs/xtts_v2_491095_00226.wav,7226
227,adaptation_hi,702146,adaptation,refs/702146.wav,jab ham table kee aakhiree row men hon to keyboard par tab kee dabaaen yah hamaare table men any row joregaa,जब हम table की आखिरी row में हों तो keyboard पर tab की दबाएं यह हमारे table में अन्य row जोड़ेगा,mixed,hi,xtts_v2,outputs/xtts_v2_702146_00227.wav,7227
228,adaptation_hi,707034,adaptation,refs/707034.wav,tab kee dabaakar cell se cell men aage barhne men madad miltee hai,tab की दबाकर cell से cell में आगे बढ़ने में मदद मिलती है,mixed,hi,xtts_v2,outputs/xtts_v2_707034_00228.wav,7228
229,adaptation_hi,804882,adaptation,refs/804882.wav,shift + tab keez dabaakar cell se cell men peechhe aane men madad miltee hai,shift + tab कीज़ दबाकर cell से cell में पीछे आने में मदद मिलती है,mixed,hi,xtts_v2,outputs/xtts_v2_804882_00229.wav,7229
230,adaptation_hi,901681,adaptation,refs/901681.wav,tables men ek any mahatvapoorn visheshtaa rows aur columns kaa aakaar badalnaa hai,tables में एक अन्य महत्वपूर्ण विशेषता rows और columns का आकार बदलना है,mixed,hi,xtts_v2,outputs/xtts_v2_901681_00230.wav,7230
231,adaptation_hi,126393,adaptation,refs/126393.wav,ham table men rows aur columns kee oonchaaee aur chauraaee ko kaee tareekon se samaayojit kar sakte hain,हम table में rows और columns की ऊंचाई और चौड़ाई को कई तरीकों से समायोजित कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_126393_00231.wav,7231
232,adaptation_hi,201350,adaptation,refs/201350.wav,ham cursor ke saath border ko kheench kar mainyual roop se column kee chauraaee barhaa sakte hain isee tarah ham chauraaee kam bhee kar sakte hain,हम cursor के साथ border को खींच कर मैन्युअल रूप से column की चौड़ाई बढ़ा सकते हैं इसी तरह हम चौड़ाई कम भी कर सकते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_201350_00232.wav,7232
233,adaptation_hi,342352,adaptation,refs/342352.wav,ham row kee oonchaaee ke saath bhee aisaa kar sakte hain,हम row की ऊंचाई के साथ भी ऐसा कर सकते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_342352_00233.wav,7233
234,adaptation_hi,350956,adaptation,refs/350956.wav,phir menu toolbar men table menu aur size vikalp par click karen,फिर menu toolbar में table menu और size विकल्प पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_350956_00234.wav,7234
235,adaptation_hi,433148,adaptation,refs/433148.wav,now select ab minimize column width upvikalp chunen,now select अब minimize column width उपविकल्प चुनें,mixed,hi,xtts_v2,outputs/xtts_v2_433148_00235.wav,7235
236,adaptation_hi,491095,adaptation,refs/491095.wav,column kee chauraaee svatah hee samaayojit ho jaatee hai,column की चौड़ाई स्वतः ही समायोजित हो जाती है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_491095_00236.wav,7236
