job_id,cell,speaker,pool,reference_wav,transcript,transcript_source,script_class,language,tool,output_path,seed
284,scale_hi,457295,train,refs/457295.wav,yah change password tyootoriyal kaa teesraa bhaag hai is bhaag men ham detaabes men paasvard badalne jaa rahe hain,यह change password ट्यूटोरियल का तीसरा भाग है इस भाग में हम डेटाबेस में पासवर्ड बदलने जा रहे हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_457295_00284.wav,4284
285,scale_hi,539226,train,refs/539226.wav,ham yahaan apne detaabes se pahle hee jur chuke hain,हम यहाँ अपने डेटाबेस से पहले ही जुड़ चुके हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_539226_00285.wav,4285
286,scale_hi,539354,train,refs/539354.wav,ham yahaan pahle hee jur chuke hain to phir se jorne kee aavashyaktaa naheen hai kyonki yah kamaand pahle hee phir se jaaree ho chukee hai,हम यहाँ पहले ही जुड़ चुके हैं तो फिर से जोड़ने की आवश्यकता नहीं है क्योंकि यह कमांड पहले ही फिर से जारी हो चुकी है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_539354_00286.wav,4286
287,scale_hi,541304,train,refs/541304.wav,main query change naamak ek naee kveree banaaoongaa aur yah mysql query phankshan ke baraabar hogee,मैं query change नामक एक नई क्वेरी बनाऊँगा और यह mysql query फंक्शन के बराबर होगी,mixed,hi,xtts_v2,outputs/xtts_v2_541304_00287.wav,4287
288,scale_hi,584991,train,refs/584991.wav,ab yah kod kaa nayaa bhaag hai atah main neeche skrol karoongaa jisse ki aap ise aasaanee se dekh saken,अब यह कोड का नया भाग है अतः मैं नीचे स्क्रोल करूँगा जिससे कि आप इसे आसानी से देख सकें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_584991_00288.wav,4288
289,scale_hi,634568,train,refs/634568.wav,yah  update hai  atah main  update users likh rahaa hoon jo aap dekh sakte hain ki hamaaree tebal hai – atah apnee users tebal ko apdet karne ke lie,यह  update है  अतः मैं  update users लिख रहा हूँ जो आप देख सकते हैं कि हमारी टेबल है – अतः अपनी users टेबल को अपडेट करने के लिए,mixed,hi,xtts_v2,outputs/xtts_v2_634568_00289.wav,4289
290,scale_hi,705494,train,refs/705494.wav,main set password equal to new password likhoongaa,मैं set password equal to new password लिखूँगा,mostly_latin,hi,xtts_v2,outputs/xtts_v2_705494_00290.wav,4290
291,scale_hi,797767,train,refs/797767.wav,sunishchit kar len ki main yahaan uddharanchihnon kaa istemaal karoon,सुनिश्चित कर लें कि मैं यहाँ उद्धरणचिह्नों का इस्तेमाल करूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_797767_00291.wav,4291
292,scale_hi,850754,train,refs/850754.wav,phir main likhoongaa where  username is equal to the user veriebal jo mujhe abhee mere pej men milaa hai,फिर मैं लिखूँगा where  username is equal to the user वेरिएबल जो मुझे अभी मेरे पेज में मिला है,mixed,hi,xtts_v2,outputs/xtts_v2_850754_00292.wav,4292
293,scale_hi,870582,train,refs/870582.wav,jo kuchh bhee hamaare paas hai yah uske baraabar hotaa hai,जो कुछ भी हमारे पास है यह उसके बराबर होता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_870582_00293.wav,4293
294,scale_hi,876898,train,refs/876898.wav,atah choonki ham apnaa php seshan pahle hee sansaadhit kar chuke hain,अतः चूँकि हम अपना php सेशन पहले ही संसाधित कर चुके हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_876898_00294.wav,4294
295,scale_hi,893273,train,refs/893273.wav,atah yah paasvard badal jaaegaa kyonki yah yoojarnem alex ke baraabar hai,अतः यह पासवर्ड बदल जाएगा क्योंकि यह यूजरनेम alex के बराबर है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_893273_00295.wav,4295
296,scale_hi,903756,train,refs/903756.wav,aur main pej nasht karoongaa aur die likhoongaa aur phir your password has been changed likhoongaa,और मैं पेज नष्ट करूँगा और die लिखूँगा और फिर your password has been changed लिखूँगा,mixed,hi,xtts_v2,outputs/xtts_v2_903756_00296.wav,4296
297,scale_hi,912184,train,refs/912184.wav,aur phir main ek return kathit link daaloongaa aur yah mukhy pej par vaapas jaaegaa,और फिर मैं एक return कथित लिंक डालूँगा और यह मुख्य पेज पर वापस जाएगा,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_912184_00297.wav,4297
298,scale_hi,975912,train,refs/975912.wav,isse pahle kee ham pej nasht karen main seshan ko nasht karne jaa rahaa hoon,इससे पहले की हम पेज नष्ट करें मैं सेशन को नष्ट करने जा रहा हूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_975912_00298.wav,4298
299,scale_hi,987461,train,refs/987461.wav,kaaran hai ki ek baar jab upyogkartaa apnaa paasvard badal detaa hai yah link unhen mukhy pej par vaapas le jaaegaa aur yah seshan nasht karegaa,कारण है कि एक बार जब उपयोगकर्ता अपना पासवर्ड बदल देता है यह लिंक उन्हें मुख्य पेज पर वापस ले जाएगा और यह सेशन नष्ट करेगा,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_987461_00299.wav,4299
300,scale_hi,996368,train,refs/996368.wav,atah unhen naye paasvard kaa istemaal karke phir se login karne kee aavashyaktaa hai,अतः उन्हें नये पासवर्ड का इस्तेमाल करके फिर से लॉगिन करने की आवश्यकता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_996368_00300.wav,4300
301,scale_hi,106718,train,refs/106718.wav,islie yah ek bilkul nayaa haish hai aur ek bilkul nayaa paasvard,इसलिए यह एक बिलकुल नया हैश है और एक बिलकुल नया पासवर्ड,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_106718_00301.wav,4301
302,scale_hi,142970,train,refs/142970.wav,atah sab kuchh theek kaary kar rahaa hai aap dekh sakte hain ki yah karne men kaaphee saral hai,अतः सब कुछ ठीक कार्य कर रहा है आप देख सकते हैं कि यह करने में काफी सरल है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_142970_00302.wav,4302
303,scale_hi,177570,train,refs/177570.wav,aapko keval itnaa karnaa hai ki apnee sql kverees ko theek se seekhnaa hai mere paas is par bhee tyootoriyals hain,आपको केवल इतना करना है कि अपनी sql क्वेरीस को ठीक से सीखना है मेरे पास इस पर भी ट्यूटोरियल्स हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_177570_00303.wav,4303
304,scale_hi,186783,train,refs/186783.wav,aur aapko theek se sochne kee aavashyaktaa hai ki kaise apnaa puraanaa paasvard aur apne do naye paasvards jaanchen,और आपको ठीक से सोचने की आवश्यकता है कि कैसे अपना पुराना पासवर्ड और अपने दो नये पासवर्ड्स जाँचें,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_186783_00304.wav,4304
305,scale_hi,205240,train,refs/205240.wav,spashtatah jab hamne apnaa panjeekran kiyaa thaa hamaare paas seemaa thee ki paasvard kitnaa baraa honaa chaahie,स्पष्टतः जब हमने अपना पंजीकरण किया था हमारे पास सीमा थी कि पासवर्ड कितना बड़ा होना चाहिए,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_205240_00305.wav,4305
306,scale_hi,322882,train,refs/322882.wav,dekhne ke lie dhanyavaad main ravi kumaar aaeeaaeetee bombe kee or se ab aapse vidaa letaa hoon,देखने के लिए धन्यवाद मैं रवि कुमार आईआईटी बॉम्बे की ओर से अब आपसे विदा लेता हूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_322882_00306.wav,4306
307,scale_hi,413057,train,refs/413057.wav,libar ophis writer men documents ko print tathaa dekhne ke is spoken tutorial men aapkaa svaagat hai,लिबर ऑफिस writer में documents को प्रिंट तथा देखने के इस spoken tutorial में आपका स्वागत है,mixed,hi,xtts_v2,outputs/xtts_v2_413057_00307.wav,4307
308,scale_hi,445718,train,refs/445718.wav,is tutorial men ham nimnalikhit seekhenge,इस tutorial में हम निम्नलिखित सीखेंगे,mixed,hi,xtts_v2,outputs/xtts_v2_445718_00308.wav,4308
309,scale_hi,457295,train,refs/457295.wav,atah libar ophis writer men vividh view options ke baare men seekh kar apne tutorial kee shurooaat karte hain,अतः लिबर ऑफिस writer में विविध view options के बारे में सीख कर अपने tutorial की शुरूआत करते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_457295_00309.wav,4309
310,scale_hi,539226,train,refs/539226.wav,yahaan writer men mooltah do vyaapak upyogit view options hain,यहाँ writer में मूलतः दो व्यापक उपयोगित view options हैं,mixed,hi,xtts_v2,outputs/xtts_v2_539226_00310.wav,4310
311,scale_hi,539354,train,refs/539354.wav,print layout option document print hone par kaise nazar aaegaa yah pradarshit karegaa,print layout option document print होने पर कैसे नज़र आएगा यह प्रदर्शित करेगा,mixed,hi,xtts_v2,outputs/xtts_v2_539354_00311.wav,4311
312,scale_hi,541304,train,refs/541304.wav,web layout option document web browser men kaise nazar aaegaa yah pradarshit karegaa,web layout option document web browser में कैसे नज़र आएगा यह प्रदर्शित करेगा,mixed,hi,xtts_v2,outputs/xtts_v2_541304_00312.wav,4312
313,scale_hi,584991,train,refs/584991.wav,yah upyogee hai jab aapko html documents banaane hote hain tathaa documents ko edit karte vakt full screen mode men use dekhne ke lie,यह उपयोगी है जब आपको html documents बनाने होते हैं तथा documents को एडिट करते वक्त full screen mode में उसे देखने के लिए,mixed,hi,xtts_v2,outputs/xtts_v2_584991_00313.wav,4313
314,scale_hi,634568,train,refs/634568.wav,print layout option ke lie view option par click karen aur phir print layout option par click karen,print layout option के लिए view option पर click करें और फिर print layout option पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_634568_00314.wav,4314
315,scale_hi,705494,train,refs/705494.wav,web layout option ke lie menyoobaar men view option par click karen aur phir web layout option par click karen,web layout option के लिए मेन्यूबार में view option पर click करें और फिर web layout option पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_705494_00315.wav,4315
316,scale_hi,797767,train,refs/797767.wav,in options ke alaavaa aap document ko full screen mode men bhee dekh sakte hain,इन options के अलावा आप document को full screen mode में भी देख सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_797767_00316.wav,4316
317,scale_hi,850754,train,refs/850754.wav,menyoobaar men view option click karen aur phir full screen option par click karen,मेन्यूबार में view option click करें और फिर full screen option पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_850754_00317.wav,4317
318,scale_hi,870582,train,refs/870582.wav,dokyuments ko edit karne tathaa projector par dikhaane ke lie full screen mode upyogee hai,डोक्युमेन्ट्स को एडिट करने तथा projector पर दिखाने के लिए full screen mode उपयोगी है,mixed,hi,xtts_v2,outputs/xtts_v2_870582_00318.wav,4318
319,scale_hi,876898,train,refs/876898.wav,full screen se baahar in ke lie keyboard se escape kee press karen,full screen से बाहर in के लिए keyboard से escape की press करें,mixed,hi,xtts_v2,outputs/xtts_v2_876898_00319.wav,4319
320,scale_hi,893273,train,refs/893273.wav,ham dekhte hain ki document full screen mode se baahar aayaa hai,हम देखते हैं कि document full screen mode से बाहर आया है,mixed,hi,xtts_v2,outputs/xtts_v2_893273_00320.wav,4320
321,scale_hi,903756,train,refs/903756.wav,ab view menu men print layout option par click karen,अब view menu में print layout option पर click करें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_903756_00321.wav,4321
322,scale_hi,912184,train,refs/912184.wav,aage barhne se pahle apne document men ek pej jorte hain klik karen insert>> manual break aur page break option chune,आगे बढ़ने से पहले अपने document में एक पेज जोड़ते हैं क्लिक करें insert>> manual break और page break option चुने,mixed,hi,xtts_v2,outputs/xtts_v2_912184_00322.wav,4322
323,scale_hi,975912,train,refs/975912.wav,iske baare men vistrit roop se ham agle tutorial men seekhenge,इसके बारे में विस्तृत रूप से हम अगले tutorial में सीखेंगे,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_975912_00323.wav,4323
324,scale_hi,987461,train,refs/987461.wav,zoom ek any option hai document ko dekhne ke lie,zoom एक अन्य option है document को देखने के लिए,mixed,hi,xtts_v2,outputs/xtts_v2_987461_00324.wav,4324
325,scale_hi,996368,train,refs/996368.wav,menyoobaar men viewopshan par click karen aur phir zoom par click karen,मेन्यूबार में viewऑप्शन पर click करें और फिर zoom पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_996368_00325.wav,4325
326,scale_hi,106718,train,refs/106718.wav,zoom tathaa view layout dialog box hamen dikhaaee partaa hai,zoom तथा view layout dialog box हमें दिखाई पड़ता है,mixed,hi,xtts_v2,outputs/xtts_v2_106718_00326.wav,4326
327,scale_hi,142970,train,refs/142970.wav,in par headings hai zoom factorand view layout,इन पर headings है zoom factorand view layout,mostly_latin,hi,xtts_v2,outputs/xtts_v2_142970_00327.wav,4327
328,scale_hi,177570,train,refs/177570.wav,ismen kaee upyogee options hain jinkee charchaa ekek karke karenge,इसमें कई उपयोगी options हैं जिनकी चर्चा एकएक करके करेंगे,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_177570_00328.wav,4328
329,scale_hi,186783,train,refs/186783.wav,optimalopshan par klik karke aapko document kaa adhik anukool drishy miltaa hai,optimalऑप्शन पर क्लिक करके आपको document का अधिक अनुकूल दृश्य मिलता है,mixed,hi,xtts_v2,outputs/xtts_v2_186783_00329.wav,4329
330,scale_hi,205240,train,refs/205240.wav,yah document ke vibhinn pejon ko dekhne aur edit karne ke lie adhik saral banaataa hai,यह document के विभिन्न पेजों को देखने और एडिट करने के लिए अधिक सरल बनाता है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_205240_00330.wav,4330
331,scale_hi,322882,train,refs/322882.wav,aglaa option hai fit to width yah pej ko iskee chauraaee se fit kartaa hai,अगला option है fit to width यह पेज को इसकी चौड़ाई से fit करता है,mixed,hi,xtts_v2,outputs/xtts_v2_322882_00331.wav,4331
332,scale_hi,413057,train,refs/413057.wav,aage hamaare paas variable naamak adhik mahatvapoorn viewing option hai,आगे हमारे पास variable नामक अधिक महत्वपूर्ण viewing option है,mixed,hi,xtts_v2,outputs/xtts_v2_413057_00332.wav,4332
333,scale_hi,445718,train,refs/445718.wav,variable field men aap zoom factor enter kar sakte hain jismen aap document pradarshit karnaa chaahte hain,variable field में आप zoom factor enter कर सकते हैं जिसमें आप document प्रदर्शित करना चाहते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_445718_00333.wav,4333
334,scale_hi,457295,train,refs/457295.wav,vaise hee documents ko edit aur dekhne ke lie aap apnee jaroorat aur suvidhaa ke anusaar zoom factor ko badal sakte hain,वैसे ही documents को एडिट और देखने के लिए आप अपनी जरूरत और सुविधा के अनुसार zoom factor को बदल सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_457295_00334.wav,4334
335,scale_hi,539226,train,refs/539226.wav,dialog box men any feature view layout hai,dialog box में अन्य feature view layout है,mostly_latin,hi,xtts_v2,outputs/xtts_v2_539226_00335.wav,4335
336,scale_hi,539354,train,refs/539354.wav,view layout option text documents ke lie hai,view layout option text documents के लिए है,mostly_latin,hi,xtts_v2,outputs/xtts_v2_539354_00336.wav,4336
337,scale_hi,541304,train,refs/541304.wav,iskaa upyog document men vibhinn view leaaut settings ke prabhaav ko dekhne ke lie zoom factor ko kam karne ke lie kiyaa jaataa hai,इसका उपयोग document में विभिन्न view लेआउट settings के प्रभाव को देखने के लिए zoom factor को कम करने के लिए किया जाता है,mixed,hi,xtts_v2,outputs/xtts_v2_541304_00337.wav,4337
338,scale_hi,584991,train,refs/584991.wav,ismen kramaanusaar ek ke neeche ek aur aas paas men pej pradarshit karne ke lie automatic aur single page jaise options hain,इसमें क्रमानुसार एक के नीचे एक और आस पास में पेज प्रदर्शित करने के लिए automatic और single page जैसे options हैं,mixed,hi,xtts_v2,outputs/xtts_v2_584991_00338.wav,4338
339,scale_hi,634568,train,refs/634568.wav,ab automaticopshan par click karen aur phir ok button par click karen,अब automaticऑप्शन पर click करें और फिर ok button पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_634568_00339.wav,4339
340,scale_hi,705494,train,refs/705494.wav,aap dekhenge ki pejes aaspaas pradarshit hote hain,आप देखेंगे कि पेजेस आसपास प्रदर्शित होते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_705494_00340.wav,4340
341,scale_hi,797767,train,refs/797767.wav,writer status bar par the controls bhee apne document ke view leaaut aur zoom ko badalne kee anumti dete hain,writer status bar पर the controls भी अपने document के view लेआउट और zoom को बदलने की अनुमति देते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_797767_00341.wav,4341
342,scale_hi,850754,train,refs/850754.wav,ham pej men zoom karne ke lie zoom slider ko right men yaa adhik pejes dikhaane ke lie left men bhee drag kar sakte hain,हम पेज में zoom करने के लिए zoom slider को right में या अधिक पेजेस दिखाने के लिए left में भी drag कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_850754_00342.wav,4342
343,scale_hi,870582,train,refs/870582.wav,libar ophis writer men printing ke baare men seekhne se pahle chalie page preview ke baare men kuchh seekhte hain,लिबर ऑफिस writer में printing के बारे में सीखने से पहले चलिए page preview के बारे में कुछ सीखते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_870582_00343.wav,4343
344,scale_hi,876898,train,refs/876898.wav,file par click karen aur page preview ko pvoint karen,file पर click करें और page preview को प्वॉइंट करें,mixed,hi,xtts_v2,outputs/xtts_v2_876898_00344.wav,4344
345,scale_hi,893273,train,refs/893273.wav,page preview bar dikhtaa hai jab aap pej privyoo mode men vartamaan document dekhte hain,page preview bar दिखता है जब आप पेज प्रिव्यू mode में वर्तमान document देखते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_893273_00345.wav,4345
346,scale_hi,903756,train,refs/903756.wav,yah mooltah dikhaataa hai ki aapkaa document kaisaa dikhegaa jab yah printed hotaa hai,यह मूलतः दिखाता है कि आपका document कैसा दिखेगा जब यह printed होता है,mixed,hi,xtts_v2,outputs/xtts_v2_903756_00346.wav,4346
347,scale_hi,912184,train,refs/912184.wav,aap apnee resume odt file kaa privyoo dekh sakte hain,आप अपनी resume odt file का प्रिव्यू देख सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_912184_00347.wav,4347
348,scale_hi,975912,train,refs/975912.wav,yahaan privyoo pej ke tool bar men vividh control options hain,यहाँ प्रिव्यू पेज के tool bar में विविध control options हैं,mixed,hi,xtts_v2,outputs/xtts_v2_975912_00348.wav,4348
349,scale_hi,987461,train,refs/987461.wav,yahaan zoom in zoom out next page previous page aur print ke lie options hain,यहाँ zoom in zoom out next page previous page और print के लिए options हैं,mostly_latin,hi,xtts_v2,outputs/xtts_v2_987461_00349.wav,4349
350,scale_hi,996368,train,refs/996368.wav,saadhaaran shabdon men printer document ko print karne ke lie upyogit ek output divaais hai,साधारण शब्दों में printer document को print करने के लिए उपयोगित एक output डिवाइस है,mixed,hi,xtts_v2,outputs/xtts_v2_996368_00350.wav,4350
351,scale_hi,106718,train,refs/106718.wav,ab ham dekhenge ki print ke vividh options tak kaise pahunchen,अब हम देखेंगे कि print के विविध options तक कैसे पहुँचें,mixed,hi,xtts_v2,outputs/xtts_v2_106718_00351.wav,4351
352,scale_hi,142970,train,refs/142970.wav,tools par click karen phir options par click karen,tools पर click करें फिर options पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_142970_00352.wav,4352
353,scale_hi,177570,train,refs/177570.wav,libreoffice writer ke bagal men arrow par click karen aur aakhir men print par click karen,libreoffice writer के बगल में arrow पर click करें और आखिर में print पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_177570_00353.wav,4353
354,scale_hi,186783,train,refs/186783.wav,ek dialog box dikhtaa hai jo aapko phorm chunne ke lie options detaa hai,एक dialog box दिखता है जो आपको फॉर्म चुनने के लिए options देता है,mixed,hi,xtts_v2,outputs/xtts_v2_186783_00354.wav,4354
355,scale_hi,205240,train,refs/205240.wav,atah default settings rakhen aur phir ok button par click karen,अतः default settings रखें और फिर ok button पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_205240_00355.wav,4355
356,scale_hi,322882,train,refs/322882.wav,ab poore document ko seedhe print karne ke lie toolbaar men print file directly icon par click karen,अब पूरे document को सीधे print करने के लिए टूलबार में print file directly icon पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_322882_00356.wav,4356
357,scale_hi,413057,train,refs/413057.wav,aap default settings badalkar aur print option tak pahunch kar kisee document ko print karne par adhik niyatrann kar sakte hain,आप default settings बदलकर और print option तक पहुँच कर किसी document को print करने पर अधिक नियत्रंण कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_413057_00357.wav,4357
358,scale_hi,445718,train,refs/445718.wav,menu bar men file menu par click karen aur phir printpar click karen,menu bar में file menu पर click करें और फिर printपर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_445718_00358.wav,4358
359,scale_hi,457295,train,refs/457295.wav,screen par print dialog box dikhaaee detaa hai,screen पर print dialog box दिखाई देता है,mixed,hi,xtts_v2,outputs/xtts_v2_457295_00359.wav,4359
360,scale_hi,539226,train,refs/539226.wav,yahaan ham saadhaaran taib men generic printer option chunte hain,यहाँ हम साधारण टैब में generic printer option चुनते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_539226_00360.wav,4360
361,scale_hi,539354,train,refs/539354.wav,all pages option document ke sabhee pejes ko print karne ke lie hai,all pages option document के सभी पेजेस को प्रिंट करने के लिए है,mixed,hi,xtts_v2,outputs/xtts_v2_539354_00361.wav,4361
362,scale_hi,541304,train,refs/541304.wav,chalie tab dialog box men options taib par click karen,चलिए tab dialog box में options टैब पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_541304_00362.wav,4362
363,scale_hi,584991,train,refs/584991.wav,screen par options kee soochee dikhaaee detee hai jahaan se aap document ko chun yaa print kar sakte hain,screen पर options की सूची दिखाई देती है जहाँ से आप document को चुन या print कर सकते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_584991_00363.wav,4363
364,scale_hi,634568,train,refs/634568.wav,print in reverse page order naamak ek check box dekhte hain,print in reverse page order नामक एक check box देखते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_634568_00364.wav,4364
365,scale_hi,705494,train,refs/705494.wav,yah option ise adhik outputs ekatr karne ke lie aasaan banaataa hai,यह option इसे अधिक outputs एकत्र करने के लिए आसान बनाता है,mixed,hi,xtts_v2,outputs/xtts_v2_705494_00365.wav,4365
366,scale_hi,797767,train,refs/797767.wav,atah iske vipreet check box par click karen,अतः इसके विपरीत check box पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_797767_00366.wav,4366
367,scale_hi,850754,train,refs/850754.wav,aap apne pdf dokyument kaa bhee print le sakte hain,आप अपने pdf डॉक्युमेंट का भी प्रिंट ले सकते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_850754_00367.wav,4367
368,scale_hi,870582,train,refs/870582.wav,ham pahle hee dekh chuke hain ki dot odt document ko dot pdf file men kaise badlen,हम पहले ही देख चुके हैं कि dot odt document को dot pdf file में कैसे बदलें,mixed,hi,xtts_v2,outputs/xtts_v2_870582_00368.wav,4368
369,scale_hi,876898,train,refs/876898.wav,choonki ham desktop par pdf file pahle hee sev kar chuke hain ham pdf file par doubleclick karenge,चूँकि हम desktop पर pdf file पहले ही सेव कर चुके हैं हम pdf file पर doubleclick करेंगे,mixed,hi,xtts_v2,outputs/xtts_v2_876898_00369.wav,4369
370,scale_hi,893273,train,refs/893273.wav,ab file option par click karen aur phir print par click karen,अब file option पर click करें और फिर print पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_893273_00370.wav,4370
371,scale_hi,903756,train,refs/903756.wav,chalie default settings par click karen aur phir print preview button par click karen,चलिए default settings पर click करें और फिर print preview button पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_903756_00371.wav,4371
372,scale_hi,912184,train,refs/912184.wav,aap dekhenge ki file kaa privyoo screen par hai,आप देखेंगे कि file का प्रिव्यू screen पर है,mixed,hi,xtts_v2,outputs/xtts_v2_912184_00372.wav,4372
373,scale_hi,975912,train,refs/975912.wav,ab isko print karne ke lie privyoo pej men print this document icon par click karen,अब इसको print करने के लिए प्रिव्यू पेज में print this document icon पर click करें,mixed,hi,xtts_v2,outputs/xtts_v2_975912_00373.wav,4373
374,scale_hi,987461,train,refs/987461.wav,ab ham libar ophis writer par spoken tutorial kee samaapti kee or hain,अब हम लिबर ऑफिस writer पर spoken tutorial की समाप्ति की ओर हैं,mixed,hi,xtts_v2,outputs/xtts_v2_987461_00374.wav,4374
375,scale_hi,996368,train,refs/996368.wav,writer men this is libreoffice writer text likhen,writer में this is libreoffice writer text लिखें,mostly_latin,hi,xtts_v2,outputs/xtts_v2_996368_00375.wav,4375
376,scale_hi,106718,train,refs/106718.wav,document ko poorn screen men dekhne ke lie full screen opshan kaa upyog karen,document को पूर्ण screen में देखने के लिए full screen ऑप्शन का उपयोग करें,mixed,hi,xtts_v2,outputs/xtts_v2_106718_00376.wav,4376
377,scale_hi,142970,train,refs/142970.wav,document ke page preview par jaaen aur pej par borders ke saath document kee do copies print karen,document के page preview पर जाएँ और पेज पर borders के साथ document की दो copies print करें,mixed,hi,xtts_v2,outputs/xtts_v2_142970_00377.wav,4377
378,scale_hi,177570,train,refs/177570.wav,yah spoken tutorial project kaa saar detaa hai,यह spoken tutorial project का सार देता है,mixed,hi,xtts_v2,outputs/xtts_v2_177570_00378.wav,4378
379,scale_hi,186783,train,refs/186783.wav,yadi aapke paas achchhaa baindavidth naheen hai to aap ise download karke bhee dekh sakte hain,यदि आपके पास अच्छा बैन्डविड्थ नहीं है तो आप इसे download करके भी देख सकते हैं,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_186783_00379.wav,4379
380,scale_hi,205240,train,refs/205240.wav,spoken tutorial team spoken tutorial kaa upyog karke kaaryashaalaaen bhee chalaate hain,spoken tutorial team spoken tutorial का उपयोग करके कार्यशालाएँ भी चलाते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_205240_00380.wav,4380
381,scale_hi,322882,train,refs/322882.wav,jo online test pass karte hain unhen ham certificates bhee dete hain,जो online test pass करते हैं उन्हें हम certificates भी देते हैं,mixed,hi,xtts_v2,outputs/xtts_v2_322882_00381.wav,4381
382,scale_hi,413057,train,refs/413057.wav,adhik jaankaaree ke lie contact @spokentutorial org par sampark karen,अधिक जानकारी के लिए contact @spokentutorial org पर संपर्क करें,mixed,hi,xtts_v2,outputs/xtts_v2_413057_00382.wav,4382
383,scale_hi,445718,train,refs/445718.wav,spoken tutorial project talktoateacher project kaa hissaa hai,spoken tutorial project talktoateacher project का हिस्सा है,mostly_latin,hi,xtts_v2,outputs/xtts_v2_445718_00383.wav,4383
384,scale_hi,457295,train,refs/457295.wav,bhaarat sarkaar ke emechaardee ke aaeeseetee ke maadhyam se raashtreey saakshartaa mission dvaaraa samarthit hai,भारत सरकार के एमएचआरडी के आईसीटी के माध्यम से राष्ट्रीय साक्षरता mission द्वारा समर्थित है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_457295_00384.wav,4384
385,scale_hi,539226,train,refs/539226.wav,is mission par adhik jaankaaree nimn link par uplabdh hai,इस mission पर अधिक जानकारी निम्न लिंक पर उपलब्ध है,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_539226_00385.wav,4385
386,scale_hi,539354,train,refs/539354.wav,spoken hyphen tutorial dot org slash nmeict hyphen intro,spoken hyphen tutorial dot org slash nmeict hyphen intro,mostly_latin,hi,xtts_v2,outputs/xtts_v2_539354_00386.wav,4386
387,scale_hi,541304,train,refs/541304.wav,yah skript devendr kairvaan dvaaraa anuvaadit hai main ravi kumaar aaeeaaeeteebombe kee or se aapse vidaa letaa hoon,यह स्क्रिप्ट देवेन्द्र कैरवान द्वारा अनुवादित है मैं रवि कुमार आईआईटीबॉम्बे की ओर से आपसे विदा लेता हूँ,mostly_devanagari,hi,xtts_v2,outputs/xtts_v2_541304_00387.wav,4387
