filepath,label,language,speaker,source,tool,condition,utt_id,start_seconds,end_seconds,split
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0037,241.0,247.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0038,247.0,253.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0039,253.0,260.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0040,260.0,266.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0041,266.0,271.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0042,271.0,278.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0043,278.0,285.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0044,285.0,292.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0045,292.0,299.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0046,299.0,302.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0047,302.0,307.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0048,307.0,313.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0049,313.0,318.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0050,318.0,324.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0051,324.0,329.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0052,329.0,337.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0053,337.0,348.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0054,348.0,353.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0055,353.0,358.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0056,358.0,364.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0057,364.0,370.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0058,370.0,377.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0059,377.0,381.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0060,381.0,387.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0061,387.0,392.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0062,392.0,396.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0063,396.0,402.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0064,402.0,407.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0065,407.0,412.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0066,412.0,417.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0067,417.0,425.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0068,425.0,432.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0069,432.0,437.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0070,437.0,443.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0071,443.0,450.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0072,450.0,456.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0073,456.0,460.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0074,460.0,467.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0075,467.0,473.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0076,473.0,480.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0077,480.0,486.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0078,486.0,493.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0079,493.0,499.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0080,499.0,504.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0081,504.0,510.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0082,510.0,517.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0083,517.0,523.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0084,523.0,529.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0085,529.0,539.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0086,539.0,543.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0087,543.0,547.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0088,547.0,551.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0089,551.0,556.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0090,556.0,562.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0091,562.0,569.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0092,569.0,578.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0093,578.0,584.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0094,584.0,589.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0095,589.0,600.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0096,600.0,606.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0097,606.0,612.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0098,612.0,616.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0099,616.0,620.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0100,620.0,624.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0101,624.0,630.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0102,630.0,635.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0103,635.0,643.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0104,643.0,649.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0105,649.0,654.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0106,654.0,661.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0107,661.0,669.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0108,669.0,679.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0109,679.0,684.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0110,684.0,689.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0111,689.0,696.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0112,696.0,706.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0113,706.0,710.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0114,710.0,718.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0115,718.0,724.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0116,724.0,731.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0117,731.0,738.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0118,738.0,744.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0119,744.0,751.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0120,751.0,757.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0121,757.0,764.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0122,764.0,771.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0123,771.0,775.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0124,775.0,784.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0125,784.0,795.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0126,795.0,799.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0127,799.0,812.0,train
D:\dfdata\raw\mucs2021\train\mrVMW4rD3d6QOWEu.wav,bonafide,hi-en,491095,mucs2021,none,clean,491095_mrVMW4rD3d6QOWEu_0128,812.0,824.08,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0000,0.0,4.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0001,4.0,8.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0002,8.0,13.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0003,13.0,21.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0004,21.0,25.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0005,25.0,28.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0006,28.0,32.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0007,32.0,36.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0008,36.0,42.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0009,42.0,48.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0010,48.0,52.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0011,52.0,57.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0012,57.0,61.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0013,61.0,72.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0014,72.0,75.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0015,75.0,78.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0016,78.0,89.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0017,89.0,92.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0018,92.0,98.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0019,98.0,104.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0020,104.0,109.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0021,109.0,117.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0022,117.0,122.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0023,122.0,126.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0024,126.0,129.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0025,129.0,133.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0026,133.0,140.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0027,140.0,144.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0028,144.0,149.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0029,149.0,155.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0030,155.0,157.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0031,157.0,161.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0032,161.0,165.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0033,165.0,169.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0034,169.0,172.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0035,172.0,183.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0036,183.0,188.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0037,188.0,195.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0038,195.0,199.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0039,199.0,204.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0040,204.0,208.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0041,208.0,214.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0042,214.0,218.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0043,218.0,226.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0044,226.0,234.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0045,234.0,239.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0046,239.0,250.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0047,250.0,266.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0048,266.0,270.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0049,270.0,277.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0050,277.0,281.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0051,281.0,284.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0052,284.0,290.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0053,290.0,293.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0054,293.0,298.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0055,298.0,302.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0056,302.0,305.0,train
D:\dfdata\raw\mucs2021\train\kECKM79B279xw7WU.wav,bonafide,hi-en,702146,mucs2021,none,clean,702146_kECKM79B279xw7WU_0057,305.0,312.0,train
