filepath,label,tool,window,end_seconds,level_dbfs,score,smoothed
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0016.wav,bonafide,none,0,4.0,-26.39,0.999495267868042,0.999495267868042
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0023.wav,bonafide,none,0,4.0,-21.24,0.9991626739501953,0.9991626739501953
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0023.wav,bonafide,none,1,6.0,-22.99,0.999093770980835,0.9991282224655151
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0026.wav,bonafide,none,0,4.0,-22.96,0.9997403025627136,0.9997403025627136
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0038.wav,bonafide,none,0,4.0,-23.98,0.999832272529602,0.999832272529602
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0038.wav,bonafide,none,1,6.0,-22.9,0.999017596244812,0.999424934387207
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0039.wav,bonafide,none,0,4.0,-23.6,0.9996907711029053,0.9996907711029053
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0039.wav,bonafide,none,1,6.0,-22.37,0.9994423985481262,0.9995665848255157
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0039.wav,bonafide,none,2,8.0,-21.89,0.9992285966873169,0.9993975907564163
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0039.wav,bonafide,none,3,10.0,-23.4,0.9986945986747742,0.9990460947155952
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0044.wav,bonafide,none,0,4.0,-22.01,0.9992820620536804,0.9992820620536804
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0058.wav,bonafide,none,0,4.0,-23.22,0.9998706579208374,0.9998706579208374
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0058.wav,bonafide,none,1,6.0,-21.84,0.999904990196228,0.9998878240585327
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0058.wav,bonafide,none,2,8.0,-22.74,0.999835729598999,0.9998617768287659
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0059.wav,bonafide,none,0,4.0,-22.03,0.999819815158844,0.999819815158844
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0061.wav,bonafide,none,0,4.0,-22.97,0.9998210072517395,0.9998210072517395
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0085.wav,bonafide,none,0,4.0,-25.17,0.999754011631012,0.999754011631012
${DATA_ROOT}/clips/232748_sKqPXTyNgbuqBiCf_0085.wav,bonafide,none,1,6.0,-21.22,0.999739944934845,0.9997469782829285
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0000.wav,bonafide,none,0,4.0,-21.06,0.9997720122337341,0.9997720122337341
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0000.wav,bonafide,none,1,6.0,-24.69,0.9981100559234619,0.998941034078598
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0012.wav,bonafide,none,0,4.0,-21.21,0.9992493987083435,0.9992493987083435
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0012.wav,bonafide,none,1,6.0,-26.18,0.9797737002372742,0.9895115494728088
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0021.wav,bonafide,none,0,4.0,-20.84,0.998975396156311,0.998975396156311
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0021.wav,bonafide,none,1,6.0,-22.6,0.998439371585846,0.9987073838710785
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0021.wav,bonafide,none,2,8.0,-24.33,0.9983307719230652,0.9985190778970718
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0021.wav,bonafide,none,3,10.0,-23.05,0.9989228844642639,0.9987209811806679
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0021.wav,bonafide,none,4,12.0,-23.89,0.9995476603507996,0.9991343207657337
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0030.wav,bonafide,none,0,4.0,-23.08,0.9993523955345154,0.9993523955345154
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0030.wav,bonafide,none,1,6.0,-22.29,0.999687671661377,0.9995200335979462
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0035.wav,bonafide,none,0,4.0,-21.66,0.9987419247627258,0.9987419247627258
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0035.wav,bonafide,none,1,6.0,-25.17,0.9642934799194336,0.9815177023410797
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0045.wav,bonafide,none,0,4.0,-22.11,0.9994843006134033,0.9994843006134033
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0045.wav,bonafide,none,1,6.0,-22.41,0.9994577765464783,0.9994710385799408
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0052.wav,bonafide,none,0,4.0,-21.85,0.999018669128418,0.999018669128418
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0052.wav,bonafide,none,1,6.0,-26.02,0.9966552257537842,0.9978369474411011
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0065.wav,bonafide,none,0,4.0,-21.37,0.9996604919433594,0.9996604919433594
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0065.wav,bonafide,none,1,6.0,-24.22,0.9993131160736084,0.9994868040084839
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0065.wav,bonafide,none,2,8.0,-23.14,0.9997944235801697,0.9996406137943268
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0065.wav,bonafide,none,3,10.0,-21.76,0.999858021736145,0.9997493177652359
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0065.wav,bonafide,none,4,12.0,-25.22,0.9996953010559082,0.999722309410572
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0068.wav,bonafide,none,0,4.0,-22.14,0.9993632435798645,0.9993632435798645
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0068.wav,bonafide,none,1,6.0,-23.58,0.9998238682746887,0.9995935559272766
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0071.wav,bonafide,none,0,4.0,-22.96,0.9996991157531738,0.9996991157531738
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0078.wav,bonafide,none,0,4.0,-22.06,0.9995337724685669,0.9995337724685669
${DATA_ROOT}/clips/238121_Vwrx3NuWik2VD2MU_0085.wav,bonafide,none,0,4.0,-25.96,0.9993795156478882,0.9993795156478882
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0009.wav,bonafide,none,0,4.0,-21.78,0.9998242259025574,0.9998242259025574
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0009.wav,bonafide,none,1,6.0,-20.83,0.9997560381889343,0.9997901320457458
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0009.wav,bonafide,none,2,8.0,-25.05,0.9892939329147339,0.9945420324802399
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0012.wav,bonafide,none,0,4.0,-21.14,0.999842643737793,0.999842643737793
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0012.wav,bonafide,none,1,6.0,-24.74,0.9996127486228943,0.9997276961803436
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0012.wav,bonafide,none,2,8.0,-43.21,0.6267163157463074,0.8132220059633255
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0012.wav,bonafide,none,3,10.0,-26.6,0.9993501305580139,0.9062860682606697
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0012.wav,bonafide,none,4,12.0,-22.23,0.9994434714317322,0.9528647698462009
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0012.wav,bonafide,none,5,14.0,-20.45,0.999382734298706,0.9761237520724535
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0045.wav,bonafide,none,0,4.0,-19.62,0.9993032217025757,0.9993032217025757
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0045.wav,bonafide,none,1,6.0,-22.78,0.9011355638504028,0.9502193927764893
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0045.wav,bonafide,none,2,8.0,-43.2,0.6207451224327087,0.785482257604599
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0045.wav,bonafide,none,3,10.0,-43.16,0.62989342212677,0.7076878398656845
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0045.wav,bonafide,none,4,12.0,-22.64,0.9998511075973511,0.8537694737315178
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0053.wav,bonafide,none,0,4.0,-22.0,0.9993190765380859,0.9993190765380859
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0069.wav,bonafide,none,0,4.0,-22.66,0.9991136193275452,0.9991136193275452
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0069.wav,bonafide,none,1,6.0,-21.41,0.9996355772018433,0.9993745982646942
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0069.wav,bonafide,none,2,8.0,-23.29,0.9996058344841003,0.9994902163743973
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0070.wav,bonafide,none,0,4.0,-24.23,0.9992908239364624,0.9992908239364624
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0071.wav,bonafide,none,0,4.0,-20.38,0.9997606873512268,0.9997606873512268
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0071.wav,bonafide,none,1,6.0,-24.89,0.9985576272010803,0.9991591572761536
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0071.wav,bonafide,none,2,8.0,-27.62,0.9995057582855225,0.999332457780838
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0071.wav,bonafide,none,3,10.0,-22.43,0.9998313188552856,0.9995818883180618
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0071.wav,bonafide,none,4,12.0,-23.75,0.9997867941856384,0.9996843412518501
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0072.wav,bonafide,none,0,4.0,-23.24,0.9998582601547241,0.9998582601547241
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0072.wav,bonafide,none,1,6.0,-22.65,0.9997079968452454,0.9997831284999847
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0076.wav,bonafide,none,0,4.0,-23.48,0.9998893737792969,0.9998893737792969
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0076.wav,bonafide,none,1,6.0,-21.07,0.9992851614952087,0.9995872676372528
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0076.wav,bonafide,none,2,8.0,-21.37,0.9995447993278503,0.9995660334825516
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0076.wav,bonafide,none,3,10.0,-22.16,0.9997493624687195,0.9996576979756355
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0076.wav,bonafide,none,4,12.0,-24.43,0.9996935129165649,0.9996756054461002
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0076.wav,bonafide,none,5,14.0,-25.1,0.9998152852058411,0.9997454453259706
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0076.wav,bonafide,none,6,16.0,-22.53,0.9998770952224731,0.9998112702742219
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0076.wav,bonafide,none,7,18.0,-23.2,0.9998923540115356,0.9998518121428788
${DATA_ROOT}/clips/386410_gNJ4JccADvXplv9k_0076.wav,bonafide,none,8,20.0,-23.97,0.9998456239700317,0.9998487180564553
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0009.wav,bonafide,none,0,4.0,-25.98,0.9946141839027405,0.9946141839027405
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0010.wav,bonafide,none,0,4.0,-24.23,0.9997134804725647,0.9997134804725647
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0013.wav,bonafide,none,0,4.0,-23.31,0.9997424483299255,0.9997424483299255
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0013.wav,bonafide,none,1,6.0,-22.86,0.9995580315589905,0.999650239944458
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0020.wav,bonafide,none,0,4.0,-24.25,0.9997522234916687,0.9997522234916687
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0021.wav,bonafide,none,0,4.0,-23.0,0.9996170997619629,0.9996170997619629
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0029.wav,bonafide,none,0,4.0,-22.18,0.9972459077835083,0.9972459077835083
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0029.wav,bonafide,none,1,6.0,-23.33,0.9783275723457336,0.987786740064621
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0037.wav,bonafide,none,0,4.0,-24.24,0.9988237023353577,0.9988237023353577
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0044.wav,bonafide,none,0,4.0,-24.26,0.9997349381446838,0.9997349381446838
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0047.wav,bonafide,none,0,4.0,-24.24,0.9995648264884949,0.9995648264884949
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0062.wav,bonafide,none,0,4.0,-23.0,0.9998086094856262,0.9998086094856262
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0071.wav,bonafide,none,0,4.0,-23.2,0.9995991587638855,0.9995991587638855
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0071.wav,bonafide,none,1,6.0,-21.39,0.9997623562812805,0.999680757522583
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0071.wav,bonafide,none,2,8.0,-22.96,0.9993371367454529,0.9995089471340179
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0073.wav,bonafide,none,0,4.0,-23.0,0.9998038411140442,0.9998038411140442
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0077.wav,bonafide,none,0,4.0,-22.35,0.999819815158844,0.999819815158844
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0077.wav,bonafide,none,1,6.0,-23.48,0.9997242093086243,0.9997720122337341
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0079.wav,bonafide,none,0,4.0,-21.69,0.9998295307159424,0.9998295307159424
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0079.wav,bonafide,none,1,6.0,-24.02,0.9996015429496765,0.9997155368328094
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0100.wav,bonafide,none,0,4.0,-22.81,0.9998371601104736,0.9998371601104736
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0102.wav,bonafide,none,0,4.0,-22.56,0.9997019171714783,0.9997019171714783
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0102.wav,bonafide,none,1,6.0,-22.77,0.9975727200508118,0.998637318611145
${DATA_ROOT}/clips/541916_5DpOB0LmjVO8tse5_0105.wav,bonafide,none,0,4.0,-23.0,0.9996604919433594,0.9996604919433594
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0000.wav,bonafide,none,0,4.0,-22.95,0.9998666048049927,0.9998666048049927
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0000.wav,bonafide,none,1,6.0,-23.52,0.9997734427452087,0.9998200237751007
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0004.wav,bonafide,none,0,4.0,-23.52,0.9998487234115601,0.9998487234115601
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0004.wav,bonafide,none,1,6.0,-23.48,0.9998749494552612,0.9998618364334106
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0017.wav,bonafide,none,0,4.0,-22.97,0.9998946189880371,0.9998946189880371
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0029.wav,bonafide,none,0,4.0,-23.1,0.999861478805542,0.999861478805542
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0030.wav,bonafide,none,0,4.0,-21.11,0.9998370409011841,0.9998370409011841
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0030.wav,bonafide,none,1,6.0,-24.02,0.9998903274536133,0.9998636841773987
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0030.wav,bonafide,none,2,8.0,-23.4,0.9998708963394165,0.9998672902584076
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0030.wav,bonafide,none,3,10.0,-22.51,0.9998148083686829,0.9998410493135452
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0030.wav,bonafide,none,4,12.0,-23.41,0.9998757839202881,0.9998584166169167
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0030.wav,bonafide,none,5,14.0,-23.05,0.999854564666748,0.9998564906418324
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0030.wav,bonafide,none,6,16.0,-23.82,0.9998288154602051,0.9998426530510187
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0031.wav,bonafide,none,0,4.0,-19.74,0.9989702701568604,0.9989702701568604
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0031.wav,bonafide,none,1,6.0,-21.03,0.9998487234115601,0.9994094967842102
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0031.wav,bonafide,none,2,8.0,-23.49,0.999704897403717,0.9995571970939636
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0031.wav,bonafide,none,3,10.0,-43.24,0.6135776042938232,0.8065674006938934
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0031.wav,bonafide,none,4,12.0,-43.24,0.6043705940246582,0.7054689973592758
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0037.wav,bonafide,none,0,4.0,-22.2,0.9998664855957031,0.9998664855957031
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0037.wav,bonafide,none,1,6.0,-24.32,0.9998483657836914,0.9998574256896973
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0049.wav,bonafide,none,0,4.0,-24.24,0.9998682737350464,0.9998682737350464
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0055.wav,bonafide,none,0,4.0,-26.18,0.628779411315918,0.628779411315918
${DATA_ROOT}/clips/577537_1Kbig1mC99YUhdCX_0055.wav,bonafide,none,1,6.0,-26.26,0.5772585868835449,0.6030189990997314
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0000.wav,bonafide,none,0,4.0,-22.98,0.9997527003288269,0.9997527003288269
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0003.wav,bonafide,none,0,4.0,-20.56,0.9998281002044678,0.9998281002044678
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0003.wav,bonafide,none,1,6.0,-25.9,0.9995144605636597,0.9996712803840637
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0016.wav,bonafide,none,0,4.0,-22.74,0.999818742275238,0.999818742275238
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0016.wav,bonafide,none,1,6.0,-21.07,0.9994555115699768,0.9996371269226074
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0016.wav,bonafide,none,2,8.0,-23.92,0.9994885921478271,0.9995628595352173
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0016.wav,bonafide,none,3,10.0,-22.92,0.9997933506965637,0.9996781051158905
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0017.wav,bonafide,none,0,4.0,-22.0,0.9998804330825806,0.9998804330825806
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0017.wav,bonafide,none,1,6.0,-20.88,0.9998602867126465,0.9998703598976135
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0017.wav,bonafide,none,2,8.0,-24.21,0.9996128678321838,0.9997416138648987
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0031.wav,bonafide,none,0,4.0,-22.8,0.999884843826294,0.999884843826294
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0031.wav,bonafide,none,1,6.0,-22.46,0.9999014139175415,0.9998931288719177
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0035.wav,bonafide,none,0,4.0,-21.74,0.9999070167541504,0.9999070167541504
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0035.wav,bonafide,none,1,6.0,-21.51,0.9996578693389893,0.9997824430465698
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0035.wav,bonafide,none,2,8.0,-24.66,0.9988787770271301,0.99933061003685
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0038.wav,bonafide,none,0,4.0,-23.62,0.9995834231376648,0.9995834231376648
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0039.wav,bonafide,none,0,4.0,-23.1,0.999794065952301,0.999794065952301
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0039.wav,bonafide,none,1,6.0,-23.22,0.9997110962867737,0.9997525811195374
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0053.wav,bonafide,none,0,4.0,-22.97,0.999825656414032,0.999825656414032
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0056.wav,bonafide,none,0,4.0,-25.41,0.9996954202651978,0.9996954202651978
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0056.wav,bonafide,none,1,6.0,-22.66,0.999731719493866,0.9997135698795319
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0056.wav,bonafide,none,2,8.0,-21.8,0.9998540878295898,0.9997838288545609
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0056.wav,bonafide,none,3,10.0,-22.66,0.9998657703399658,0.9998247995972633
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0056.wav,bonafide,none,4,12.0,-22.2,0.9998016953468323,0.9998132474720478
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0056.wav,bonafide,none,5,14.0,-22.44,0.9997796416282654,0.9997964445501566
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0070.wav,bonafide,none,0,4.0,-24.21,0.9994972944259644,0.9994972944259644
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0072.wav,bonafide,none,0,4.0,-22.71,0.999864935874939,0.999864935874939
${DATA_ROOT}/clips/581145_vYm2PLAczomJ79qg_0072.wav,bonafide,none,1,6.0,-22.57,0.9998971223831177,0.9998810291290283
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0002.wav,bonafide,none,0,4.0,-25.99,0.9981544613838196,0.9981544613838196
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0008.wav,bonafide,none,0,4.0,-24.22,0.999519944190979,0.999519944190979
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0016.wav,bonafide,none,0,4.0,-22.36,0.999581515789032,0.999581515789032
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0016.wav,bonafide,none,1,6.0,-24.54,0.9992054104804993,0.9993934631347656
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0025.wav,bonafide,none,0,4.0,-22.96,0.9998867511749268,0.9998867511749268
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0034.wav,bonafide,none,0,4.0,-21.87,0.9996875524520874,0.9996875524520874
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0034.wav,bonafide,none,1,6.0,-24.79,0.9996047616004944,0.9996461570262909
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0036.wav,bonafide,none,0,4.0,-24.22,0.9991461038589478,0.9991461038589478
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0044.wav,bonafide,none,0,4.0,-24.0,0.9995492100715637,0.9995492100715637
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0044.wav,bonafide,none,1,6.0,-21.46,0.9993466734886169,0.9994479417800903
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0044.wav,bonafide,none,2,8.0,-22.14,0.9996927976608276,0.999570369720459
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0047.wav,bonafide,none,0,4.0,-22.66,0.9997180104255676,0.9997180104255676
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0047.wav,bonafide,none,1,6.0,-24.17,0.999117910861969,0.9994179606437683
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0047.wav,bonafide,none,2,8.0,-23.33,0.9996732473373413,0.9995456039905548
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0049.wav,bonafide,none,0,4.0,-25.99,0.999451220035553,0.999451220035553
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0051.wav,bonafide,none,0,4.0,-21.81,0.9998784065246582,0.9998784065246582
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0051.wav,bonafide,none,1,6.0,-23.78,0.9996324777603149,0.9997554421424866
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0061.wav,bonafide,none,0,4.0,-22.97,0.9998242259025574,0.9998242259025574
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0064.wav,bonafide,none,0,4.0,-25.97,0.9993765950202942,0.9993765950202942
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0084.wav,bonafide,none,0,4.0,-23.07,0.999771773815155,0.999771773815155
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0084.wav,bonafide,none,1,6.0,-22.47,0.9998243451118469,0.999798059463501
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0089.wav,bonafide,none,0,4.0,-24.22,0.9998145699501038,0.9998145699501038
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0091.wav,bonafide,none,0,4.0,-22.35,0.99973064661026,0.99973064661026
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0091.wav,bonafide,none,1,6.0,-21.28,0.9997492432594299,0.999739944934845
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0095.wav,bonafide,none,0,4.0,-22.98,0.9998243451118469,0.9998243451118469
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0100.wav,bonafide,none,0,4.0,-22.98,0.9997900128364563,0.9997900128364563
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0101.wav,bonafide,none,0,4.0,-22.67,0.9997789263725281,0.9997789263725281
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0101.wav,bonafide,none,1,6.0,-22.73,0.9998325109481812,0.9998057186603546
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0106.wav,bonafide,none,0,4.0,-24.23,0.9984703660011292,0.9984703660011292
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0116.wav,bonafide,none,0,4.0,-24.21,0.9992755055427551,0.9992755055427551
${DATA_ROOT}/clips/596505_mSiZUO1cgwb8nNpA_0123.wav,bonafide,none,0,4.0,-22.96,0.9998356103897095,0.9998356103897095
